model,draw,band,layer,mlp_frac_mean,mlp_frac_std,attn_frac_mean,mlp_norm_mean,attn_norm_mean
pythia-1.4b,draw_3,high,2,0.5077788829803467,0.020906947553157806,0.4922211468219757,10.790125846862793,10.465516090393066
pythia-1.4b,draw_3,high,3,0.5926418900489807,0.022516684606671333,0.4073580503463745,12.084758758544922,8.289438247680664
pythia-1.4b,draw_3,high,4,0.5307226777076721,0.029292495921254158,0.4692772626876831,13.254045486450195,11.786437034606934
pythia-1.4b,draw_3,high,5,0.4904108941555023,0.021653391420841217,0.5095890760421753,15.370190620422363,15.972513198852539
pythia-1.4b,draw_3,high,6,0.5776276588439941,0.028866203501820564,0.42237231135368347,18.508769989013672,13.532118797302246
pythia-1.4b,draw_3,high,7,0.49849075078964233,0.024456314742565155,0.5015092492103577,19.851886749267578,19.981740951538086
pythia-1.4b,draw_3,high,8,0.5105122327804565,0.022784436121582985,0.48948776721954346,20.988996505737305,20.164318084716797
pythia-1.4b,draw_3,high,9,0.5874549746513367,0.034924644976854324,0.41254502534866333,20.219831466674805,14.31380844116211
pythia-1.4b,draw_3,high,10,0.43744906783103943,0.02511637657880783,0.5625509023666382,22.25527000427246,28.69991683959961
pythia-1.4b,draw_3,high,11,0.548774778842926,0.03173471987247467,0.45122528076171875,22.81800079345703,18.834733963012695
pythia-1.4b,draw_3,high,12,0.5254658460617065,0.03766688331961632,0.47453412413597107,19.741300582885742,17.84104347229004
pythia-1.4b,draw_3,high,13,0.602164626121521,0.04537146911025047,0.39783528447151184,20.9968204498291,14.01413345336914
pythia-1.4b,draw_3,high,14,0.6182102560997009,0.043054088950157166,0.3817897439002991,21.476499557495117,13.3783597946167
pythia-1.4b,draw_3,high,15,0.5861688852310181,0.048389557749032974,0.41383111476898193,24.4016056060791,17.261178970336914
pythia-1.4b,draw_3,high,16,0.5194808840751648,0.03993239998817444,0.4805191159248352,23.225008010864258,21.649070739746094
pythia-1.4b,draw_3,high,17,0.6674384474754333,0.05143028125166893,0.33256158232688904,18.630809783935547,9.375692367553711
pythia-1.4b,draw_3,high,18,0.5952007174491882,0.042916443198919296,0.4047992527484894,20.2596435546875,13.948848724365234
pythia-1.4b,draw_3,high,19,0.41634345054626465,0.03430430591106415,0.5836565494537354,16.687347412109375,23.35186767578125
pythia-1.4b,draw_3,high,20,0.6021518111228943,0.03786133974790573,0.3978481590747833,15.648310661315918,10.389602661132812
pythia-1.4b,draw_3,high,21,0.6352629661560059,0.03794590011239052,0.36473706364631653,17.137413024902344,9.78689193725586
pythia-1.4b,draw_3,high,22,0.7041034698486328,0.03034159727394581,0.2958964705467224,27.243480682373047,11.4808931350708
pythia-1.4b,draw_3,high,23,0.8736833930015564,0.012268995866179466,0.12631657719612122,137.27171325683594,19.700300216674805
pythia-1.4b,draw_3,very_high,0,0.622269868850708,0.02015526406466961,0.37773004174232483,19.546247482299805,11.857122421264648
pythia-1.4b,draw_3,very_high,1,0.47366461157798767,0.029184721410274506,0.5263353586196899,9.541619300842285,10.5593900680542
pythia-1.4b,draw_3,very_high,2,0.5108992457389832,0.02002716064453125,0.48910078406333923,10.563982009887695,10.118003845214844
pythia-1.4b,draw_3,very_high,3,0.5931591987609863,0.0272954311221838,0.40684083104133606,12.052970886230469,8.22802448272705
pythia-1.4b,draw_3,very_high,4,0.5314574241638184,0.03583504259586334,0.46854254603385925,13.164505004882812,11.654945373535156
pythia-1.4b,draw_3,very_high,5,0.4925251603126526,0.020893139764666557,0.5074748396873474,15.140913963317871,15.613226890563965
pythia-1.4b,draw_3,very_high,6,0.573340117931366,0.028279412537813187,0.4266599118709564,18.171781539916992,13.543680191040039
pythia-1.4b,draw_3,very_high,7,0.4961729347705841,0.02272694744169712,0.5038270950317383,19.523563385009766,19.83538246154785
pythia-1.4b,draw_3,very_high,8,0.5115615725517273,0.025259066373109818,0.4884384274482727,20.94830322265625,20.024982452392578
pythia-1.4b,draw_3,very_high,9,0.5857309103012085,0.03570130467414856,0.41426903009414673,20.584075927734375,14.680093765258789
pythia-1.4b,draw_3,very_high,10,0.4422258734703064,0.03054940141737461,0.5577741265296936,22.773189544677734,28.818025588989258
pythia-1.4b,draw_3,very_high,11,0.5414646863937378,0.034268297255039215,0.4585353136062622,23.06705665588379,19.612504959106445
pythia-1.4b,draw_3,very_high,12,0.5321229696273804,0.03984342887997627,0.46787700057029724,20.053972244262695,17.63751792907715
pythia-1.4b,draw_3,very_high,13,0.6291404962539673,0.05213511735200882,0.3708595335483551,20.744874954223633,12.386425971984863
pythia-1.4b,draw_3,very_high,14,0.6187685132026672,0.04139422997832298,0.3812314569950104,21.216014862060547,13.181005477905273
pythia-1.4b,draw_3,very_high,15,0.5933330655097961,0.05107966810464859,0.40666693449020386,23.312795639038086,16.123737335205078
pythia-1.4b,draw_3,very_high,16,0.533277153968811,0.03204980865120888,0.46672284603118896,23.946577072143555,21.053667068481445
pythia-1.4b,draw_3,very_high,17,0.6654233932495117,0.050913773477077484,0.3345765769481659,18.200593948364258,9.217618942260742
pythia-1.4b,draw_3,very_high,18,0.6093536615371704,0.04346948117017746,0.390646368265152,20.775421142578125,13.472634315490723
pythia-1.4b,draw_3,very_high,19,0.4127184748649597,0.038894034922122955,0.5872814655303955,16.500383377075195,23.434526443481445
pythia-1.4b,draw_3,very_high,20,0.6069885492324829,0.0355084054172039,0.3930114805698395,15.59585952758789,10.140048027038574
pythia-1.4b,draw_3,very_high,21,0.6279932260513306,0.037999898195266724,0.37200677394866943,16.19548225402832,9.573843002319336
pythia-1.4b,draw_3,very_high,22,0.7240826487541199,0.03071330115199089,0.2759173512458801,27.261262893676758,10.404211044311523
pythia-1.4b,draw_3,very_high,23,0.8786572217941284,0.011745178140699863,0.12134279310703278,140.8645477294922,19.314455032348633
pythia-1.4b,draw_3,control,0,0.6213778853416443,0.018579108640551567,0.3786221742630005,19.91843032836914,12.119488716125488
pythia-1.4b,draw_3,control,1,0.4741273522377014,0.027699166908860207,0.5258726477622986,9.666604995727539,10.67396068572998
pythia-1.4b,draw_3,control,2,0.5100999474525452,0.020024174824357033,0.48990005254745483,10.614412307739258,10.199479103088379
pythia-1.4b,draw_3,control,3,0.5922413468360901,0.024916497990489006,0.4077586531639099,11.890094757080078,8.154961585998535
pythia-1.4b,draw_3,control,4,0.525378942489624,0.03315957263112068,0.4746210277080536,13.096378326416016,11.895512580871582
pythia-1.4b,draw_3,control,5,0.49073973298072815,0.022068418562412262,0.5092602968215942,15.285462379455566,15.869891166687012
pythia-1.4b,draw_3,control,6,0.5758675336837769,0.029250523075461388,0.42413249611854553,18.39687156677246,13.553027153015137
pythia-1.4b,draw_3,control,7,0.49744319915771484,0.02277035266160965,0.5025568008422852,19.685117721557617,19.90716552734375
pythia-1.4b,draw_3,control,8,0.5125347971916199,0.023853348568081856,0.4874652028083801,20.92066764831543,19.92461585998535
pythia-1.4b,draw_3,control,9,0.584753155708313,0.032913971692323685,0.41524678468704224,20.293167114257812,14.509050369262695
pythia-1.4b,draw_3,control,10,0.4381699562072754,0.02655082195997238,0.5618299841880798,22.481430053710938,28.88872528076172
pythia-1.4b,draw_3,control,11,0.542848527431488,0.032079216092824936,0.45715150237083435,23.00841522216797,19.436832427978516
pythia-1.4b,draw_3,control,12,0.5336959362030029,0.038898907601833344,0.46630409359931946,20.391071319580078,17.74493980407715
pythia-1.4b,draw_3,control,13,0.6217471361160278,0.05266540125012398,0.378252774477005,20.77753448486328,12.83397102355957
pythia-1.4b,draw_3,control,14,0.6196397542953491,0.04637876898050308,0.3803602457046509,21.48951530456543,13.353705406188965
pythia-1.4b,draw_3,control,15,0.5957808494567871,0.050279371440410614,0.4042191505432129,24.014331817626953,16.401376724243164
pythia-1.4b,draw_3,control,16,0.5317660570144653,0.035644903779029846,0.4682339131832123,23.70723533630371,20.97967529296875
pythia-1.4b,draw_3,control,17,0.6632032990455627,0.05089380219578743,0.33679667115211487,18.43952178955078,9.424431800842285
pythia-1.4b,draw_3,control,18,0.609619140625,0.0442291684448719,0.3903808891773224,20.653934478759766,13.38755989074707
pythia-1.4b,draw_3,control,19,0.4168834686279297,0.03822421655058861,0.5831164717674255,16.709854125976562,23.316102981567383
pythia-1.4b,draw_3,control,20,0.6068843007087708,0.03500597923994064,0.39311572909355164,15.684094429016113,10.195475578308105
pythia-1.4b,draw_3,control,21,0.634125292301178,0.03888653963804245,0.3658747673034668,16.634511947631836,9.539015769958496
pythia-1.4b,draw_3,control,22,0.7208357453346252,0.034197114408016205,0.27916425466537476,27.490686416625977,10.666463851928711
pythia-1.4b,draw_3,control,23,0.8776893615722656,0.011040284298360348,0.12231063842773438,141.698486328125,19.627601623535156
