model,draw,band,layer,mlp_frac_mean,mlp_frac_std,attn_frac_mean,mlp_norm_mean,attn_norm_mean
pythia-160m,draw_3,medium,11,0.8081262111663818,0.01655656285583973,0.19187374413013458,92.38331604003906,21.75572967529297
pythia-160m,draw_3,high,0,0.5773040056228638,0.021463677287101746,0.42269596457481384,8.626758575439453,6.310410022735596
pythia-160m,draw_3,high,1,0.5307079553604126,0.03843410313129425,0.469292014837265,5.312294006347656,4.6887125968933105
pythia-160m,draw_3,high,2,0.6376405358314514,0.031337231397628784,0.36235955357551575,6.353515148162842,3.6034445762634277
pythia-160m,draw_3,high,3,0.4353726804256439,0.020952297374606133,0.5646273493766785,6.176865100860596,8.008562088012695
pythia-160m,draw_3,high,4,0.4430893361568451,0.03220272809267044,0.5569106936454773,6.829113483428955,8.626585006713867
pythia-160m,draw_3,high,5,0.5113480687141418,0.04978123679757118,0.4886518716812134,10.18625259399414,9.685914993286133
pythia-160m,draw_3,high,6,0.5604169964790344,0.05662708729505539,0.4395829737186432,11.167202949523926,8.684175491333008
pythia-160m,draw_3,high,7,0.6680036783218384,0.03619608283042908,0.33199629187583923,15.000699996948242,7.333777904510498
pythia-160m,draw_3,high,8,0.8230023980140686,0.05324370041489601,0.17699755728244781,22.889392852783203,4.630790710449219
pythia-160m,draw_3,high,9,0.8017891645431519,0.031879909336566925,0.19821082055568695,21.624385833740234,5.268170356750488
pythia-160m,draw_3,high,10,0.8161572217941284,0.024724284186959267,0.183842733502388,19.729887008666992,4.423376083374023
pythia-160m,draw_3,high,11,0.8098090887069702,0.015996085479855537,0.190190851688385,93.73703002929688,21.843385696411133
pythia-160m,draw_3,very_high,0,0.5729499459266663,0.01781550794839859,0.42705002427101135,8.06058406829834,6.009197235107422
pythia-160m,draw_3,very_high,1,0.5344312191009521,0.03641344979405403,0.46556878089904785,5.221522808074951,4.5344977378845215
pythia-160m,draw_3,very_high,2,0.6400033235549927,0.030916398391127586,0.3599966764450073,6.3513102531433105,3.566883087158203
pythia-160m,draw_3,very_high,3,0.441964328289032,0.02342633344233036,0.558035671710968,6.123331069946289,7.732432842254639
pythia-160m,draw_3,very_high,4,0.4394839107990265,0.03670844808220863,0.5605160593986511,6.778796672821045,8.70992374420166
pythia-160m,draw_3,very_high,5,0.5079565048217773,0.04534529894590378,0.49204352498054504,10.05794906616211,9.724641799926758
pythia-160m,draw_3,very_high,6,0.5547518134117126,0.054035041481256485,0.44524824619293213,10.871721267700195,8.619677543640137
pythia-160m,draw_3,very_high,7,0.6702874898910522,0.044268880039453506,0.32971251010894775,15.360611915588379,7.3782639503479
pythia-160m,draw_3,very_high,8,0.8112320899963379,0.058020494878292084,0.1887679547071457,21.281749725341797,4.641840934753418
pythia-160m,draw_3,very_high,9,0.8000444769859314,0.03911470249295235,0.1999555081129074,21.49293327331543,5.241225719451904
pythia-160m,draw_3,very_high,10,0.8370177149772644,0.023656995967030525,0.1629822850227356,20.854467391967773,4.036434650421143
pythia-160m,draw_3,very_high,11,0.8121333718299866,0.017371084541082382,0.18786658346652985,95.06092834472656,21.788806915283203
pythia-160m,draw_3,control,0,0.5751843452453613,0.020153464749455452,0.42481568455696106,8.258593559265137,6.094883441925049
pythia-160m,draw_3,control,1,0.5374819040298462,0.03532583639025688,0.4625180959701538,5.233020782470703,4.488739013671875
pythia-160m,draw_3,control,2,0.6416590213775635,0.028125986456871033,0.35834091901779175,6.333644390106201,3.530409812927246
pythia-160m,draw_3,control,3,0.4390377998352051,0.024485334753990173,0.5609622001647949,6.145787715911865,7.853952407836914
pythia-160m,draw_3,control,4,0.4402630031108856,0.032873041927814484,0.5597370266914368,6.790103435516357,8.686439514160156
pythia-160m,draw_3,control,5,0.500014066696167,0.0467267706990242,0.4999859631061554,9.925346374511719,9.898069381713867
pythia-160m,draw_3,control,6,0.5552136898040771,0.05238278582692146,0.44478631019592285,11.036181449890137,8.753305435180664
pythia-160m,draw_3,control,7,0.6708325147628784,0.04148948937654495,0.3291674852371216,15.149975776672363,7.292623519897461
pythia-160m,draw_3,control,8,0.8150887489318848,0.05580649897456169,0.18491119146347046,21.879838943481445,4.670853614807129
pythia-160m,draw_3,control,9,0.7988448143005371,0.03156255558133125,0.20115521550178528,21.955093383789062,5.457579612731934
pythia-160m,draw_3,control,10,0.8308067321777344,0.026637965813279152,0.16919325292110443,20.5140323638916,4.148911476135254
pythia-160m,draw_3,control,11,0.81386399269104,0.015644462779164314,0.18613605201244354,96.32925415039062,21.86674690246582
pythia-410m,draw_1,low,0,0.660431444644928,0.02804509736597538,0.339568555355072,13.863417625427246,7.099067211151123
pythia-410m,draw_1,low,1,0.5310373306274414,0.03245123103260994,0.4689626693725586,6.214273452758789,5.4528679847717285
pythia-410m,draw_1,low,2,0.6406782865524292,0.029065191745758057,0.359321653842926,6.380897521972656,3.57643985748291
pythia-410m,draw_1,low,3,0.5823853611946106,0.028227992355823517,0.417614609003067,6.285727024078369,4.509483814239502
pythia-410m,draw_1,low,4,0.5943416357040405,0.02401338517665863,0.40565842390060425,6.799577713012695,4.632532596588135
pythia-410m,draw_1,low,5,0.5554187893867493,0.016015781089663506,0.4445812404155731,9.668109893798828,7.7339677810668945
pythia-410m,draw_1,low,6,0.47712263464927673,0.01939437724649906,0.5228773951530457,7.50213098526001,8.238792419433594
pythia-410m,draw_1,low,7,0.437918096780777,0.024617932736873627,0.5620818734169006,8.440872192382812,10.87842845916748
pythia-410m,draw_1,low,8,0.47141340374946594,0.019201403483748436,0.5285865664482117,11.090310096740723,12.440011024475098
pythia-410m,draw_1,low,9,0.4941944181919098,0.023317823186516762,0.5058056116104126,11.87773609161377,12.15674877166748
pythia-410m,draw_1,low,10,0.5464918613433838,0.025743942707777023,0.4535081684589386,11.10986328125,9.229294776916504
pythia-410m,draw_1,low,11,0.48462483286857605,0.028981324285268784,0.5153751373291016,11.120037078857422,11.865848541259766
pythia-410m,draw_1,low,12,0.5693593621253967,0.03341345116496086,0.43064066767692566,8.823914527893066,6.712066173553467
pythia-410m,draw_1,low,13,0.7376311421394348,0.03465014323592186,0.2623688876628876,14.867961883544922,5.216516017913818
pythia-410m,draw_1,low,14,0.6919578909873962,0.04394540563225746,0.3080421984195709,11.194342613220215,4.97584342956543
pythia-410m,draw_1,low,15,0.6928218007087708,0.04343079403042793,0.30717819929122925,11.260437965393066,4.974595069885254
pythia-410m,draw_1,low,16,0.6226733922958374,0.046569790691137314,0.3773265779018402,13.387822151184082,8.236788749694824
pythia-410m,draw_1,low,17,0.6852130889892578,0.07906986027956009,0.3147869110107422,15.465815544128418,6.745399475097656
pythia-410m,draw_1,low,18,0.663802444934845,0.059136439114809036,0.3361975848674774,15.700486183166504,7.790842056274414
pythia-410m,draw_1,low,19,0.7664546966552734,0.05555148050189018,0.23354536294937134,25.472408294677734,7.76474142074585
pythia-410m,draw_1,low,20,0.7144078016281128,0.0865551233291626,0.28559210896492004,16.14040184020996,5.925998210906982
pythia-410m,draw_1,low,21,0.7171025276184082,0.09503854066133499,0.2828974723815918,20.41620635986328,8.511626243591309
pythia-410m,draw_1,low,22,0.7457453012466431,0.026046589016914368,0.25425466895103455,22.263423919677734,7.584042549133301
pythia-410m,draw_1,low,23,0.829436719417572,0.030313771218061447,0.17056326568126678,45.918190002441406,9.414351463317871
pythia-410m,draw_1,medium,0,0.6420665979385376,0.028934713453054428,0.3579333424568176,12.596757888793945,6.998161792755127
pythia-410m,draw_1,medium,1,0.5444883704185486,0.03494669124484062,0.45551159977912903,6.367888450622559,5.290886402130127
pythia-410m,draw_1,medium,2,0.6548004746437073,0.02701585367321968,0.3451995849609375,6.497617244720459,3.4230597019195557
pythia-410m,draw_1,medium,3,0.5925880074501038,0.026325492188334465,0.407412052154541,6.429622173309326,4.422060966491699
pythia-410m,draw_1,medium,4,0.6007246375083923,0.020422715693712234,0.39927542209625244,6.822258949279785,4.5261430740356445
pythia-410m,draw_1,medium,5,0.5510492920875549,0.017324529588222504,0.4489506781101227,9.433363914489746,7.685549259185791
pythia-410m,draw_1,medium,6,0.47565528750419617,0.019568273797631264,0.5243446826934814,7.418968200683594,8.202227592468262
pythia-410m,draw_1,medium,7,0.43406230211257935,0.025528470054268837,0.5659376978874207,8.407389640808105,11.001827239990234
pythia-410m,draw_1,medium,8,0.4719473719596863,0.018870897591114044,0.5280526280403137,10.99486255645752,12.313131332397461
pythia-410m,draw_1,medium,9,0.5047897696495056,0.022747987881302834,0.4952102601528168,11.79654598236084,11.572447776794434
pythia-410m,draw_1,medium,10,0.5394105911254883,0.027490941807627678,0.4605894386768341,10.73163890838623,9.178740501403809
pythia-410m,draw_1,medium,11,0.4823504090309143,0.031414881348609924,0.5176495909690857,10.8663969039917,11.703207015991211
pythia-410m,draw_1,medium,12,0.5732789635658264,0.03423338010907173,0.42672106623649597,8.723047256469727,6.524131774902344
pythia-410m,draw_1,medium,13,0.7292964458465576,0.03894719108939171,0.2707034945487976,14.518209457397461,5.296545505523682
pythia-410m,draw_1,medium,14,0.6806905269622803,0.0469469390809536,0.31930941343307495,11.014288902282715,5.145495891571045
pythia-410m,draw_1,medium,15,0.6921442151069641,0.04000917449593544,0.3078558146953583,10.893207550048828,4.836597442626953
pythia-410m,draw_1,medium,16,0.6140964031219482,0.049500856548547745,0.38590359687805176,13.477191925048828,8.595109939575195
pythia-410m,draw_1,medium,17,0.6735424995422363,0.08681872487068176,0.32645753026008606,15.340702056884766,6.999094009399414
pythia-410m,draw_1,medium,18,0.6542187333106995,0.059739336371421814,0.3457813262939453,15.517170906066895,8.082674980163574
pythia-410m,draw_1,medium,19,0.7518208622932434,0.0537208691239357,0.2481791228055954,25.48955726623535,8.422070503234863
pythia-410m,draw_1,medium,20,0.7262124419212341,0.08599833399057388,0.2737875282764435,17.546546936035156,6.159878253936768
pythia-410m,draw_1,medium,21,0.6517910361289978,0.126908078789711,0.3482089936733246,19.36098289489746,11.545342445373535
pythia-410m,draw_1,medium,22,0.7525086998939514,0.02778254635632038,0.24749131500720978,21.836505889892578,7.180099964141846
pythia-410m,draw_1,medium,23,0.8281124830245972,0.02924780361354351,0.17188754677772522,46.945186614990234,9.711071968078613
pythia-410m,draw_1,high,0,0.6238610148429871,0.028125856071710587,0.3761390149593353,11.307533264160156,6.804251194000244
pythia-410m,draw_1,high,1,0.5518777370452881,0.030667006969451904,0.4481222927570343,6.185436248779297,4.996081829071045
pythia-410m,draw_1,high,2,0.6672550439834595,0.02642313577234745,0.33274489641189575,6.455844879150391,3.2179622650146484
pythia-410m,draw_1,high,3,0.6089802384376526,0.02810082957148552,0.3910197615623474,6.599756717681885,4.240676403045654
pythia-410m,draw_1,high,4,0.6067034006118774,0.021496376022696495,0.3932965397834778,6.812992572784424,4.4068403244018555
pythia-410m,draw_1,high,5,0.5398434996604919,0.02131778933107853,0.46015653014183044,9.06372356414795,7.723867416381836
pythia-410m,draw_1,high,6,0.4731319546699524,0.02042035199701786,0.5268680453300476,7.358154296875,8.213582992553711
pythia-410m,draw_1,high,7,0.4349239766597748,0.02516978606581688,0.5650759935379028,8.294571876525879,10.807085037231445
pythia-410m,draw_1,high,8,0.47601842880249023,0.0213638786226511,0.523981511592865,11.007431030273438,12.13729476928711
pythia-410m,draw_1,high,9,0.5164021253585815,0.023684166371822357,0.48359787464141846,11.652090072631836,10.919394493103027
pythia-410m,draw_1,high,10,0.5334501266479492,0.028054310008883476,0.4665498733520508,10.357624053955078,9.07686710357666
pythia-410m,draw_1,high,11,0.4757324159145355,0.03175881877541542,0.5242675542831421,10.504507064819336,11.623400688171387
pythia-410m,draw_1,high,12,0.575923502445221,0.03683442994952202,0.42407649755477905,8.580486297607422,6.353898525238037
pythia-410m,draw_1,high,13,0.7199811339378357,0.041484106332063675,0.2800188958644867,14.201492309570312,5.4175825119018555
pythia-410m,draw_1,high,14,0.6614675521850586,0.046828851103782654,0.33853238821029663,10.694090843200684,5.445146560668945
pythia-410m,draw_1,high,15,0.6941065788269043,0.04333978146314621,0.3058934509754181,10.675323486328125,4.702383041381836
pythia-410m,draw_1,high,16,0.6163144111633301,0.04633422568440437,0.3836855888366699,13.652594566345215,8.62271499633789
pythia-410m,draw_1,high,17,0.6556496620178223,0.08622832596302032,0.3443503677845001,14.032764434814453,6.887537002563477
pythia-410m,draw_1,high,18,0.6501283049583435,0.06302014738321304,0.3498716354370117,14.549309730529785,7.842422008514404
pythia-410m,draw_1,high,19,0.7476569414138794,0.05555800348520279,0.2523430287837982,25.600059509277344,8.625614166259766
pythia-410m,draw_1,high,20,0.7187983393669128,0.08534128963947296,0.28120163083076477,17.414783477783203,6.221663475036621
pythia-410m,draw_1,high,21,0.6104894876480103,0.14074485003948212,0.38951054215431213,19.38058090209961,14.350367546081543
pythia-410m,draw_1,high,22,0.7572454810142517,0.032478414475917816,0.24275453388690948,21.214956283569336,6.773470401763916
pythia-410m,draw_1,high,23,0.8281193971633911,0.025797490030527115,0.17188063263893127,47.08952331542969,9.752472877502441
pythia-410m,draw_1,very_high,0,0.6249890923500061,0.02368387021124363,0.37501096725463867,10.552590370178223,6.333120822906494
pythia-410m,draw_1,very_high,1,0.5504888296127319,0.03276405483484268,0.4495111107826233,6.019775390625,4.90045690536499
pythia-410m,draw_1,very_high,2,0.674107015132904,0.02284916117787361,0.32589295506477356,6.415125846862793,3.095172166824341
pythia-410m,draw_1,very_high,3,0.6133204698562622,0.026614341884851456,0.386679470539093,6.726452827453613,4.246818542480469
pythia-410m,draw_1,very_high,4,0.6094326376914978,0.021484892815351486,0.3905673623085022,6.869911193847656,4.391016006469727
pythia-410m,draw_1,very_high,5,0.5347065329551697,0.020309628918766975,0.4652934670448303,8.906208992004395,7.750441551208496
pythia-410m,draw_1,very_high,6,0.48421400785446167,0.02551431581377983,0.5157859921455383,7.356335639953613,7.859887599945068
pythia-410m,draw_1,very_high,7,0.43798261880874634,0.03115522861480713,0.5620173215866089,8.174010276794434,10.549846649169922
pythia-410m,draw_1,very_high,8,0.48386698961257935,0.02006572298705578,0.5161330103874207,10.848259925842285,11.581377983093262
pythia-410m,draw_1,very_high,9,0.5232222676277161,0.023330222815275192,0.47677770256996155,11.389107704162598,10.3883638381958
pythia-410m,draw_1,very_high,10,0.5289725661277771,0.027576064690947533,0.4710274338722229,10.022918701171875,8.944786071777344
pythia-410m,draw_1,very_high,11,0.47306159138679504,0.029949966818094254,0.5269384384155273,10.078044891357422,11.278364181518555
pythia-410m,draw_1,very_high,12,0.570031464099884,0.038580819964408875,0.42996853590011597,8.297430992126465,6.302229881286621
pythia-410m,draw_1,very_high,13,0.7123064398765564,0.04473653435707092,0.2876935601234436,13.88368034362793,5.513399124145508
pythia-410m,draw_1,very_high,14,0.650813102722168,0.04228217899799347,0.34918686747550964,10.522040367126465,5.624915599822998
pythia-410m,draw_1,very_high,15,0.6892860531806946,0.04267556965351105,0.3107140064239502,10.368298530578613,4.682377338409424
pythia-410m,draw_1,very_high,16,0.6126713156700134,0.04176710918545723,0.3873286843299866,14.234396934509277,9.068233489990234
pythia-410m,draw_1,very_high,17,0.6463721990585327,0.07484710216522217,0.3536278009414673,13.068526268005371,6.77418851852417
pythia-410m,draw_1,very_high,18,0.6797565221786499,0.06067639961838722,0.3202434480190277,13.984759330749512,6.629142761230469
pythia-410m,draw_1,very_high,19,0.7514846324920654,0.05786476284265518,0.24851536750793457,25.436717987060547,8.446142196655273
pythia-410m,draw_1,very_high,20,0.7186243534088135,0.08063147962093353,0.2813756763935089,16.496877670288086,5.885466575622559
pythia-410m,draw_1,very_high,21,0.5760285258293152,0.15254150331020355,0.4239715337753296,20.938892364501953,18.115739822387695
pythia-410m,draw_1,very_high,22,0.7628173828125,0.034750595688819885,0.2371826469898224,20.999635696411133,6.498143672943115
pythia-410m,draw_1,very_high,23,0.8245540261268616,0.024658633396029472,0.17544595897197723,47.944252014160156,10.146256446838379
pythia-410m,draw_1,control,0,0.623834490776062,0.026963956654071808,0.376165509223938,10.840904235839844,6.525528907775879
pythia-410m,draw_1,control,1,0.549778401851654,0.03084414266049862,0.45022162795066833,6.020963668823242,4.909319877624512
pythia-410m,draw_1,control,2,0.6742793321609497,0.022252503782510757,0.32572072744369507,6.494302749633789,3.1329193115234375
pythia-410m,draw_1,control,3,0.6081069111824036,0.028499824926257133,0.3918931186199188,6.641523361206055,4.281467437744141
pythia-410m,draw_1,control,4,0.6088632345199585,0.023577291518449783,0.3911367356777191,6.834630012512207,4.381413459777832
pythia-410m,draw_1,control,5,0.5376954674720764,0.020830189809203148,0.46230456233024597,9.022085189819336,7.758541107177734
pythia-410m,draw_1,control,6,0.4805077314376831,0.02590961940586567,0.5194922685623169,7.358460903167725,7.981192111968994
pythia-410m,draw_1,control,7,0.4376443028450012,0.02764156460762024,0.5623556971549988,8.191267013549805,10.568696975708008
pythia-410m,draw_1,control,8,0.4801340103149414,0.020611783489584923,0.5198659896850586,10.895499229431152,11.799086570739746
pythia-410m,draw_1,control,9,0.5173954963684082,0.02374163456261158,0.4826045036315918,11.477508544921875,10.70511531829834
pythia-410m,draw_1,control,10,0.5284830331802368,0.028677040711045265,0.47151699662208557,10.211073875427246,9.130093574523926
pythia-410m,draw_1,control,11,0.4755837023258209,0.02884114347398281,0.5244163274765015,10.30542278289795,11.40179443359375
pythia-410m,draw_1,control,12,0.5676402449607849,0.03346193581819534,0.4323597550392151,8.434332847595215,6.451727390289307
pythia-410m,draw_1,control,13,0.7103037238121033,0.04549316316843033,0.2896963059902191,13.96983528137207,5.591883659362793
pythia-410m,draw_1,control,14,0.64790278673172,0.043349314481019974,0.3520972430706024,10.547673225402832,5.698116779327393
pythia-410m,draw_1,control,15,0.6980284452438354,0.04574895277619362,0.30197152495384216,10.670607566833496,4.612939357757568
pythia-410m,draw_1,control,16,0.6123082637786865,0.04257756844162941,0.3876917064189911,13.942971229553223,8.903090476989746
pythia-410m,draw_1,control,17,0.6470623016357422,0.0768936425447464,0.3529377579689026,13.166871070861816,6.90891695022583
pythia-410m,draw_1,control,18,0.6771259307861328,0.06334959715604782,0.3228740096092224,14.301582336425781,6.853115081787109
pythia-410m,draw_1,control,19,0.7504683136940002,0.05839142948389053,0.2495315819978714,25.38988494873047,8.43770694732666
pythia-410m,draw_1,control,20,0.7184237837791443,0.08482083678245544,0.2815762460231781,16.894411087036133,6.38646125793457
pythia-410m,draw_1,control,21,0.5835347771644592,0.15834592282772064,0.41646525263786316,20.570207595825195,17.264049530029297
pythia-410m,draw_1,control,22,0.760407567024231,0.03294762223958969,0.23959241807460785,20.93192481994629,6.568526268005371
pythia-410m,draw_1,control,23,0.8232064247131348,0.02764199674129486,0.17679354548454285,47.51750183105469,10.175491333007812
pythia-410m,draw_2,low,0,0.6569593548774719,0.02676483429968357,0.3430405557155609,13.735091209411621,7.137948036193848
pythia-410m,draw_2,low,1,0.5342361330986023,0.0330410934984684,0.4657638967037201,6.278393745422363,5.441265106201172
pythia-410m,draw_2,low,2,0.6406890153884888,0.029143983498215675,0.35931098461151123,6.433277606964111,3.6028363704681396
pythia-410m,draw_2,low,3,0.5805657505989075,0.025867436081171036,0.41943418979644775,6.260758399963379,4.524946689605713
pythia-410m,draw_2,low,4,0.5935772061347961,0.023938767611980438,0.40642285346984863,6.8117780685424805,4.657785892486572
pythia-410m,draw_2,low,5,0.5575093030929565,0.017271215096116066,0.44249069690704346,9.720382690429688,7.71340274810791
pythia-410m,draw_2,low,6,0.4776900112628937,0.01839185319840908,0.5223100185394287,7.523190975189209,8.241154670715332
pythia-410m,draw_2,low,7,0.43851161003112793,0.022542566061019897,0.5614883899688721,8.440563201904297,10.842205047607422
pythia-410m,draw_2,low,8,0.47072187066078186,0.019331037998199463,0.5292781591415405,11.0086030960083,12.392809867858887
pythia-410m,draw_2,low,9,0.49555617570877075,0.021708987653255463,0.5044438242912292,11.867847442626953,12.085733413696289
pythia-410m,draw_2,low,10,0.5421291589736938,0.0241645909845829,0.457870751619339,11.06802749633789,9.356234550476074
pythia-410m,draw_2,low,11,0.48261427879333496,0.02686483971774578,0.517385721206665,11.150145530700684,11.987614631652832
pythia-410m,draw_2,low,12,0.564439058303833,0.03271029144525528,0.4355609118938446,8.816859245300293,6.842415809631348
pythia-410m,draw_2,low,13,0.7376407384872437,0.032980721443891525,0.26235929131507874,14.944514274597168,5.251444339752197
pythia-410m,draw_2,low,14,0.6894127130508423,0.04502288997173309,0.31058722734451294,11.253812789916992,5.057332992553711
pythia-410m,draw_2,low,15,0.6921765208244324,0.04209669306874275,0.3078235685825348,11.315254211425781,5.015187740325928
pythia-410m,draw_2,low,16,0.6206477880477905,0.0455159991979599,0.37935227155685425,13.435356140136719,8.321453094482422
pythia-410m,draw_2,low,17,0.6875595450401306,0.08786619454622269,0.3124404847621918,16.258792877197266,6.873064994812012
pythia-410m,draw_2,low,18,0.6684772372245789,0.06548561155796051,0.33152270317077637,15.965704917907715,7.719663143157959
pythia-410m,draw_2,low,19,0.7629991173744202,0.0551200695335865,0.23700089752674103,24.85647964477539,7.708952903747559
pythia-410m,draw_2,low,20,0.7131223082542419,0.0815361812710762,0.28687769174575806,16.125856399536133,6.087159633636475
pythia-410m,draw_2,low,21,0.719391942024231,0.09609416872262955,0.2806079685688019,20.410524368286133,8.578352928161621
pythia-410m,draw_2,low,22,0.7436034679412842,0.026661043986678123,0.2563965618610382,22.606470108032227,7.803894996643066
pythia-410m,draw_2,low,23,0.8310762643814087,0.033670824021101,0.1689237505197525,46.11114501953125,9.32713508605957
pythia-410m,draw_2,medium,0,0.6427642107009888,0.026315877214074135,0.35723578929901123,12.522538185119629,6.9320173263549805
pythia-410m,draw_2,medium,1,0.5446599125862122,0.03621017932891846,0.45534008741378784,6.375671863555908,5.2860002517700195
pythia-410m,draw_2,medium,2,0.6575470566749573,0.027117792516946793,0.34245285391807556,6.544624328613281,3.404695749282837
pythia-410m,draw_2,medium,3,0.5937597751617432,0.025259066373109818,0.406240314245224,6.427863121032715,4.400991439819336
pythia-410m,draw_2,medium,4,0.5986046195030212,0.020341157913208008,0.401395320892334,6.757486820220947,4.526203155517578
pythia-410m,draw_2,medium,5,0.5506497025489807,0.01850311830639839,0.4493503272533417,9.442556381225586,7.702308177947998
pythia-410m,draw_2,medium,6,0.4777067005634308,0.021107565611600876,0.5222932696342468,7.432528018951416,8.15229606628418
pythia-410m,draw_2,medium,7,0.43521544337272644,0.025788914412260056,0.5647845268249512,8.364261627197266,10.890972137451172
pythia-410m,draw_2,medium,8,0.47199296951293945,0.019307995215058327,0.5280070900917053,10.9357271194458,12.24434757232666
pythia-410m,draw_2,medium,9,0.502696692943573,0.022602610290050507,0.4973033368587494,11.766751289367676,11.639622688293457
pythia-410m,draw_2,medium,10,0.5390114188194275,0.02553001046180725,0.4609885513782501,10.822105407714844,9.261516571044922
pythia-410m,draw_2,medium,11,0.4830789566040039,0.0311571154743433,0.5169210433959961,10.927334785461426,11.74800968170166
pythia-410m,draw_2,medium,12,0.5731766819953918,0.03494131937623024,0.4268232583999634,8.71501636505127,6.534298419952393
pythia-410m,draw_2,medium,13,0.7296802997589111,0.03870994597673416,0.27031970024108887,14.535820007324219,5.284999847412109
pythia-410m,draw_2,medium,14,0.6808072924613953,0.04789474233984947,0.31919264793395996,10.918479919433594,5.102082252502441
pythia-410m,draw_2,medium,15,0.6901996731758118,0.04196345433592796,0.3098004162311554,10.829458236694336,4.856154441833496
pythia-410m,draw_2,medium,16,0.6191155314445496,0.04860218986868858,0.3808844983577728,13.465108871459961,8.411800384521484
pythia-410m,draw_2,medium,17,0.6765795946121216,0.08474459499120712,0.3234204649925232,15.281229019165039,6.887627124786377
pythia-410m,draw_2,medium,18,0.6579993963241577,0.06212537735700607,0.34200066328048706,15.493610382080078,7.955808162689209
pythia-410m,draw_2,medium,19,0.7558605670928955,0.04955092817544937,0.2441393882036209,25.47239112854004,8.205650329589844
pythia-410m,draw_2,medium,20,0.7217250466346741,0.08366987854242325,0.2782749533653259,18.026287078857422,6.324662685394287
pythia-410m,draw_2,medium,21,0.6580225825309753,0.12422523647546768,0.3419773578643799,19.367631912231445,11.358641624450684
pythia-410m,draw_2,medium,22,0.754552960395813,0.030100461095571518,0.2454470545053482,21.463645935058594,6.9667205810546875
pythia-410m,draw_2,medium,23,0.8259268999099731,0.02947472222149372,0.1740730106830597,46.72422409057617,9.833396911621094
pythia-410m,draw_2,high,0,0.623445987701416,0.024657269939780235,0.37655410170555115,11.208205223083496,6.762238502502441
pythia-410m,draw_2,high,1,0.5528189539909363,0.035892706364393234,0.4471810460090637,6.224854469299316,4.994138240814209
pythia-410m,draw_2,high,2,0.6685622930526733,0.026143280789256096,0.33143770694732666,6.503965854644775,3.2202303409576416
pythia-410m,draw_2,high,3,0.603869616985321,0.027580667287111282,0.39613038301467896,6.5425028800964355,4.296715259552002
pythia-410m,draw_2,high,4,0.6051368713378906,0.021839972585439682,0.39486315846443176,6.804781913757324,4.433302879333496
pythia-410m,draw_2,high,5,0.5414807200431824,0.019169315695762634,0.4585192799568176,9.129042625427246,7.727189064025879
pythia-410m,draw_2,high,6,0.47608643770217896,0.020017322152853012,0.5239136219024658,7.367885589599609,8.125938415527344
pythia-410m,draw_2,high,7,0.43849384784698486,0.02495911344885826,0.5615061521530151,8.266426086425781,10.622063636779785
pythia-410m,draw_2,high,8,0.47315531969070435,0.01739504002034664,0.5268446803092957,10.901649475097656,12.147726058959961
pythia-410m,draw_2,high,9,0.5142418146133423,0.021544700488448143,0.4857581853866577,11.727090835571289,11.08971118927002
pythia-410m,draw_2,high,10,0.5335472822189331,0.02623080462217331,0.4664526581764221,10.530967712402344,9.212845802307129
pythia-410m,draw_2,high,11,0.47860774397850037,0.03157436102628708,0.521392285823822,10.545269012451172,11.534339904785156
pythia-410m,draw_2,high,12,0.5724429488182068,0.034807026386260986,0.4275570213794708,8.594786643981934,6.452078342437744
pythia-410m,draw_2,high,13,0.7247977256774902,0.03894124552607536,0.27520230412483215,14.363259315490723,5.363877296447754
pythia-410m,draw_2,high,14,0.665897011756897,0.042720384895801544,0.3341030478477478,10.839527130126953,5.414683818817139
pythia-410m,draw_2,high,15,0.6980041265487671,0.04025847464799881,0.30199578404426575,10.64721393585205,4.5980544090271
pythia-410m,draw_2,high,16,0.6148564219474792,0.04617805778980255,0.38514357805252075,13.810325622558594,8.749577522277832
pythia-410m,draw_2,high,17,0.6549302935600281,0.0789235457777977,0.3450697064399719,13.339900016784668,6.785661697387695
pythia-410m,draw_2,high,18,0.6541052460670471,0.06342311948537827,0.34589478373527527,14.417426109313965,7.584775447845459
pythia-410m,draw_2,high,19,0.7502461075782776,0.05719370022416115,0.2497539222240448,26.0993709564209,8.677446365356445
pythia-410m,draw_2,high,20,0.7161088585853577,0.08536740392446518,0.2838911712169647,17.631799697875977,6.675205707550049
pythia-410m,draw_2,high,21,0.597717821598053,0.15048685669898987,0.40228211879730225,19.25322914123535,15.139060020446777
pythia-410m,draw_2,high,22,0.7598438858985901,0.03004196658730507,0.24015608429908752,21.232994079589844,6.698121547698975
pythia-410m,draw_2,high,23,0.8246644139289856,0.03297676146030426,0.17533555626869202,47.2265625,10.007226943969727
pythia-410m,draw_2,very_high,0,0.6191745400428772,0.025471987202763557,0.3808254897594452,10.460282325744629,6.435469627380371
pythia-410m,draw_2,very_high,1,0.5445780158042908,0.029696542769670486,0.45542195439338684,5.910599708557129,4.929627895355225
pythia-410m,draw_2,very_high,2,0.6774876117706299,0.021897606551647186,0.3225124180316925,6.51255464553833,3.093179225921631
pythia-410m,draw_2,very_high,3,0.6159193515777588,0.026305733248591423,0.3840806782245636,6.816702365875244,4.257577419281006
pythia-410m,draw_2,very_high,4,0.6091583967208862,0.022185834124684334,0.3908415734767914,6.893216133117676,4.413938522338867
