model,draw,test_band,k_sample,n_edges,accuracy,top5_accuracy,mean_correct_prob
pythia-1.4b,draw_2,medium,5,4562,0.0,0.0,0.00017141359782076255
pythia-1.4b,draw_2,high,5,4562,0.0044444444444444444,0.0044444444444444444,0.000555118194161979
pythia-1.4b,draw_2,very_high,5,4562,0.0,0.013333333333333334,0.0013610139268510264
pythia-1.4b,draw_2,control,5,4562,0.0,0.0044444444444444444,0.0007306185974872884
pythia-1.4b,draw_3,low,1,4460,0.0,0.0,0.00012590217771390872
pythia-1.4b,draw_3,medium,1,4460,0.0,0.0,0.0001892932971708837
pythia-1.4b,draw_3,high,1,4460,0.0,0.0,0.00047032657110119343
pythia-1.4b,draw_3,very_high,1,4460,0.0,0.0044444444444444444,0.0012278723581403029
pythia-1.4b,draw_3,control,1,4460,0.0,0.0,0.0008490656385674811
pythia-1.4b,draw_3,low,2,4460,0.0,0.0,0.00012602464385201036
pythia-1.4b,draw_3,medium,2,4460,0.0,0.0,0.0001894155264042436
pythia-1.4b,draw_3,high,2,4460,0.0,0.0,0.00047022439699907813
pythia-1.4b,draw_3,very_high,2,4460,0.0,0.0044444444444444444,0.001229875228891615
pythia-1.4b,draw_3,control,2,4460,0.0,0.0,0.0008483602378388847
pythia-1.4b,draw_3,low,3,4460,0.0,0.0,0.0001258923629670979
pythia-1.4b,draw_3,medium,3,4460,0.0,0.0,0.00018928955698003039
pythia-1.4b,draw_3,high,3,4460,0.0,0.0,0.0004702666198783037
pythia-1.4b,draw_3,very_high,3,4460,0.0,0.0044444444444444444,0.0012285983538054602
pythia-1.4b,draw_3,control,3,4460,0.0,0.0,0.000849764151999908
pythia-1.4b,draw_3,low,4,4460,0.0,0.0,0.0001258465923536889
pythia-1.4b,draw_3,medium,4,4460,0.0,0.0,0.00018929566208953475
pythia-1.4b,draw_3,high,4,4460,0.0,0.0,0.0004704441849147164
pythia-1.4b,draw_3,very_high,4,4460,0.0,0.0044444444444444444,0.0012285349249011941
pythia-1.4b,draw_3,control,4,4460,0.0,0.0,0.0008495756603446756
pythia-1.4b,draw_3,low,5,4460,0.0,0.0,0.00012579923879708509
pythia-1.4b,draw_3,medium,5,4460,0.0,0.0,0.0001893113019099878
pythia-1.4b,draw_3,high,5,4460,0.0,0.0,0.00047029587980230444
pythia-1.4b,draw_3,very_high,5,4460,0.0,0.0044444444444444444,0.0012285298096604592
pythia-1.4b,draw_3,control,5,4460,0.0,0.0,0.0008496913818109735
