model,train_band,draw,test_band,same_band,accuracy,bc,bimodal
pythia-1.4b,very_high,draw_3,high,False,0.88,0.634578005375301,True
pythia-1.4b,very_high,draw_3,very_high,True,0.9333333333333333,0.5475107013102514,False
pythia-1.4b,very_high,draw_3,control,False,0.9155555555555556,0.6624643234612891,True
pythia-1.4b,control,draw_1,low,False,0.7866666666666666,0.7391385435825836,True
pythia-1.4b,control,draw_1,medium,False,0.8444444444444444,0.7089786863630747,True
pythia-1.4b,control,draw_1,high,False,0.9155555555555556,0.640618071810388,True
pythia-1.4b,control,draw_1,very_high,False,0.9155555555555556,0.5979840683232565,True
pythia-1.4b,control,draw_1,control,True,0.9111111111111111,0.6094192626917854,True
pythia-1.4b,control,draw_2,low,False,0.7244444444444444,0.7287040899938177,True
pythia-1.4b,control,draw_2,medium,False,0.8177777777777778,0.6683946232430147,True
pythia-1.4b,control,draw_2,high,False,0.9022222222222223,0.601779378979729,True
pythia-1.4b,control,draw_2,very_high,False,0.92,0.5805037174659167,True
pythia-1.4b,control,draw_2,control,True,0.9288888888888889,0.5874299554267772,True
pythia-1.4b,control,draw_3,low,False,0.7377777777777778,0.7160697803483844,True
pythia-1.4b,control,draw_3,medium,False,0.8666666666666667,0.6599262537762576,True
pythia-1.4b,control,draw_3,high,False,0.8977777777777778,0.6338223676741386,True
pythia-1.4b,control,draw_3,very_high,False,0.9466666666666667,0.5851707370958992,True
pythia-1.4b,control,draw_3,control,True,0.9333333333333333,0.5884646324397597,True
