node,node_type,layer,in_degree,out_degree,total_degree,model,band,draw
M1,mlp,1,3,35,38,pythia-1.4b,very_high,draw_1
M16,mlp,16,21,8,29,pythia-1.4b,very_high,draw_1
M2,mlp,2,16,41,57,pythia-1.4b,very_high,draw_1
A5.8,attn,5,5,25,30,pythia-1.4b,very_high,draw_1
A5.11,attn,5,14,33,47,pythia-1.4b,very_high,draw_1
M6,mlp,6,31,52,83,pythia-1.4b,very_high,draw_1
A7.15,attn,7,13,28,41,pythia-1.4b,very_high,draw_1
M7,mlp,7,22,58,80,pythia-1.4b,very_high,draw_1
A8.3,attn,8,23,34,57,pythia-1.4b,very_high,draw_1
A8.14,attn,8,10,19,29,pythia-1.4b,very_high,draw_1
M9,mlp,9,34,30,64,pythia-1.4b,very_high,draw_1
A10.0,attn,10,33,51,84,pythia-1.4b,very_high,draw_1
A10.9,attn,10,39,46,85,pythia-1.4b,very_high,draw_1
A10.14,attn,10,7,11,18,pythia-1.4b,very_high,draw_1
M10,mlp,10,38,28,66,pythia-1.4b,very_high,draw_1
M11,mlp,11,28,14,42,pythia-1.4b,very_high,draw_1
A12.15,attn,12,27,9,36,pythia-1.4b,very_high,draw_1
M12,mlp,12,25,15,40,pythia-1.4b,very_high,draw_1
A13.15,attn,13,30,8,38,pythia-1.4b,very_high,draw_1
M14,mlp,14,42,23,65,pythia-1.4b,very_high,draw_1
A15.5,attn,15,4,3,7,pythia-1.4b,very_high,draw_1
M15,mlp,15,38,28,66,pythia-1.4b,very_high,draw_1
embed,embed,-1,0,12,12,pythia-1.4b,very_high,draw_1
A0.3,attn,0,1,9,10,pythia-1.4b,very_high,draw_1
A0.4,attn,0,1,4,5,pythia-1.4b,very_high,draw_1
A0.7,attn,0,1,1,2,pythia-1.4b,very_high,draw_1
A0.8,attn,0,1,2,3,pythia-1.4b,very_high,draw_1
A0.14,attn,0,1,7,8,pythia-1.4b,very_high,draw_1
M0,mlp,0,1,82,83,pythia-1.4b,very_high,draw_1
A1.1,attn,1,0,1,1,pythia-1.4b,very_high,draw_1
A1.2,attn,1,1,3,4,pythia-1.4b,very_high,draw_1
A1.3,attn,1,0,1,1,pythia-1.4b,very_high,draw_1
A1.5,attn,1,3,6,9,pythia-1.4b,very_high,draw_1
A1.9,attn,1,1,3,4,pythia-1.4b,very_high,draw_1
A1.11,attn,1,6,9,15,pythia-1.4b,very_high,draw_1
A1.13,attn,1,0,1,1,pythia-1.4b,very_high,draw_1
A1.15,attn,1,1,4,5,pythia-1.4b,very_high,draw_1
A2.5,attn,2,11,30,41,pythia-1.4b,very_high,draw_1
A4.7,attn,4,4,31,35,pythia-1.4b,very_high,draw_1
A4.8,attn,4,4,3,7,pythia-1.4b,very_high,draw_1
A5.4,attn,5,17,46,63,pythia-1.4b,very_high,draw_1
M5,mlp,5,21,51,72,pythia-1.4b,very_high,draw_1
A6.2,attn,6,17,28,45,pythia-1.4b,very_high,draw_1
A7.3,attn,7,14,46,60,pythia-1.4b,very_high,draw_1
A7.10,attn,7,8,11,19,pythia-1.4b,very_high,draw_1
A8.4,attn,8,11,17,28,pythia-1.4b,very_high,draw_1
A8.5,attn,8,14,16,30,pythia-1.4b,very_high,draw_1
A8.6,attn,8,8,16,24,pythia-1.4b,very_high,draw_1
A9.1,attn,9,9,17,26,pythia-1.4b,very_high,draw_1
A9.12,attn,9,34,30,64,pythia-1.4b,very_high,draw_1
A9.13,attn,9,1,4,5,pythia-1.4b,very_high,draw_1
A10.4,attn,10,20,22,42,pythia-1.4b,very_high,draw_1
A10.5,attn,10,6,8,14,pythia-1.4b,very_high,draw_1
A10.8,attn,10,26,14,40,pythia-1.4b,very_high,draw_1
A10.11,attn,10,18,3,21,pythia-1.4b,very_high,draw_1
A11.0,attn,11,0,1,1,pythia-1.4b,very_high,draw_1
A11.9,attn,11,2,10,12,pythia-1.4b,very_high,draw_1
A11.14,attn,11,5,8,13,pythia-1.4b,very_high,draw_1
A12.10,attn,12,8,8,16,pythia-1.4b,very_high,draw_1
A12.11,attn,12,8,7,15,pythia-1.4b,very_high,draw_1
A12.12,attn,12,16,9,25,pythia-1.4b,very_high,draw_1
A12.14,attn,12,0,3,3,pythia-1.4b,very_high,draw_1
A13.1,attn,13,4,5,9,pythia-1.4b,very_high,draw_1
A13.6,attn,13,1,3,4,pythia-1.4b,very_high,draw_1
M13,mlp,13,38,20,58,pythia-1.4b,very_high,draw_1
A3.3,attn,3,1,6,7,pythia-1.4b,very_high,draw_1
A3.4,attn,3,3,8,11,pythia-1.4b,very_high,draw_1
A0.6,attn,0,1,11,12,pythia-1.4b,very_high,draw_1
A3.5,attn,3,4,7,11,pythia-1.4b,very_high,draw_1
A3.7,attn,3,1,2,3,pythia-1.4b,very_high,draw_1
A3.11,attn,3,1,3,4,pythia-1.4b,very_high,draw_1
A3.13,attn,3,5,16,21,pythia-1.4b,very_high,draw_1
A7.2,attn,7,2,3,5,pythia-1.4b,very_high,draw_1
M3,mlp,3,18,35,53,pythia-1.4b,very_high,draw_1
A4.15,attn,4,10,20,30,pythia-1.4b,very_high,draw_1
M4,mlp,4,17,28,45,pythia-1.4b,very_high,draw_1
A5.6,attn,5,4,7,11,pythia-1.4b,very_high,draw_1
A6.11,attn,6,7,21,28,pythia-1.4b,very_high,draw_1
A7.4,attn,7,2,6,8,pythia-1.4b,very_high,draw_1
A7.5,attn,7,11,18,29,pythia-1.4b,very_high,draw_1
A5.14,attn,5,1,3,4,pythia-1.4b,very_high,draw_1
A7.6,attn,7,2,5,7,pythia-1.4b,very_high,draw_1
A7.8,attn,7,2,10,12,pythia-1.4b,very_high,draw_1
A7.9,attn,7,1,3,4,pythia-1.4b,very_high,draw_1
A5.5,attn,5,6,25,31,pythia-1.4b,very_high,draw_1
A6.10,attn,6,0,6,6,pythia-1.4b,very_high,draw_1
A4.13,attn,4,1,4,5,pythia-1.4b,very_high,draw_1
A5.3,attn,5,1,4,5,pythia-1.4b,very_high,draw_1
M23,mlp,23,77,1,78,pythia-1.4b,very_high,draw_1
A2.7,attn,2,1,7,8,pythia-1.4b,very_high,draw_1
M8,mlp,8,28,41,69,pythia-1.4b,very_high,draw_1
A10.3,attn,10,2,6,8,pythia-1.4b,very_high,draw_1
A10.15,attn,10,0,1,1,pythia-1.4b,very_high,draw_1
A11.2,attn,11,34,14,48,pythia-1.4b,very_high,draw_1
A11.13,attn,11,12,9,21,pythia-1.4b,very_high,draw_1
A12.0,attn,12,3,2,5,pythia-1.4b,very_high,draw_1
A12.8,attn,12,7,7,14,pythia-1.4b,very_high,draw_1
A13.7,attn,13,7,1,8,pythia-1.4b,very_high,draw_1
A14.0,attn,14,10,5,15,pythia-1.4b,very_high,draw_1
A14.11,attn,14,9,2,11,pythia-1.4b,very_high,draw_1
A15.9,attn,15,16,3,19,pythia-1.4b,very_high,draw_1
A15.11,attn,15,11,3,14,pythia-1.4b,very_high,draw_1
A15.13,attn,15,8,2,10,pythia-1.4b,very_high,draw_1
A15.14,attn,15,16,4,20,pythia-1.4b,very_high,draw_1
A15.15,attn,15,11,4,15,pythia-1.4b,very_high,draw_1
A16.0,attn,16,18,4,22,pythia-1.4b,very_high,draw_1
A16.4,attn,16,22,3,25,pythia-1.4b,very_high,draw_1
A16.5,attn,16,10,5,15,pythia-1.4b,very_high,draw_1
A16.6,attn,16,1,2,3,pythia-1.4b,very_high,draw_1
A16.13,attn,16,10,4,14,pythia-1.4b,very_high,draw_1
A17.1,attn,17,12,3,15,pythia-1.4b,very_high,draw_1
A17.7,attn,17,7,4,11,pythia-1.4b,very_high,draw_1
M17,mlp,17,19,9,28,pythia-1.4b,very_high,draw_1
A18.2,attn,18,3,2,5,pythia-1.4b,very_high,draw_1
A18.6,attn,18,6,4,10,pythia-1.4b,very_high,draw_1
A18.11,attn,18,11,2,13,pythia-1.4b,very_high,draw_1
A18.13,attn,18,1,2,3,pythia-1.4b,very_high,draw_1
M18,mlp,18,14,6,20,pythia-1.4b,very_high,draw_1
A19.14,attn,19,1,3,4,pythia-1.4b,very_high,draw_1
M19,mlp,19,10,7,17,pythia-1.4b,very_high,draw_1
M20,mlp,20,12,3,15,pythia-1.4b,very_high,draw_1
M21,mlp,21,25,3,28,pythia-1.4b,very_high,draw_1
A22.0,attn,22,12,1,13,pythia-1.4b,very_high,draw_1
A22.2,attn,22,0,2,2,pythia-1.4b,very_high,draw_1
A22.9,attn,22,8,2,10,pythia-1.4b,very_high,draw_1
A22.13,attn,22,14,2,16,pythia-1.4b,very_high,draw_1
M22,mlp,22,29,3,32,pythia-1.4b,very_high,draw_1
A2.0,attn,2,2,7,9,pythia-1.4b,very_high,draw_1
A4.1,attn,4,0,15,15,pythia-1.4b,very_high,draw_1
A5.12,attn,5,6,5,11,pythia-1.4b,very_high,draw_1
A6.15,attn,6,4,10,14,pythia-1.4b,very_high,draw_1
A20.1,attn,20,8,1,9,pythia-1.4b,very_high,draw_1
A20.6,attn,20,7,2,9,pythia-1.4b,very_high,draw_1
A20.7,attn,20,10,1,11,pythia-1.4b,very_high,draw_1
A16.3,attn,16,21,5,26,pythia-1.4b,very_high,draw_1
A20.15,attn,20,22,1,23,pythia-1.4b,very_high,draw_1
A9.9,attn,9,6,12,18,pythia-1.4b,very_high,draw_1
A12.6,attn,12,3,3,6,pythia-1.4b,very_high,draw_1
A13.2,attn,13,0,3,3,pythia-1.4b,very_high,draw_1
A14.6,attn,14,18,2,20,pythia-1.4b,very_high,draw_1
A19.3,attn,19,5,2,7,pythia-1.4b,very_high,draw_1
A19.5,attn,19,7,2,9,pythia-1.4b,very_high,draw_1
R23,resid,23,156,0,156,pythia-1.4b,very_high,draw_1
A4.3,attn,4,0,2,2,pythia-1.4b,very_high,draw_1
A4.6,attn,4,3,7,10,pythia-1.4b,very_high,draw_1
A5.1,attn,5,0,2,2,pythia-1.4b,very_high,draw_1
A8.0,attn,8,1,2,3,pythia-1.4b,very_high,draw_1
A8.2,attn,8,2,3,5,pythia-1.4b,very_high,draw_1
A8.7,attn,8,0,2,2,pythia-1.4b,very_high,draw_1
A8.11,attn,8,0,5,5,pythia-1.4b,very_high,draw_1
A8.12,attn,8,5,10,15,pythia-1.4b,very_high,draw_1
A9.5,attn,9,4,4,8,pythia-1.4b,very_high,draw_1
A9.7,attn,9,1,4,5,pythia-1.4b,very_high,draw_1
A9.8,attn,9,0,4,4,pythia-1.4b,very_high,draw_1
A9.10,attn,9,4,3,7,pythia-1.4b,very_high,draw_1
A10.7,attn,10,2,5,7,pythia-1.4b,very_high,draw_1
A11.4,attn,11,2,4,6,pythia-1.4b,very_high,draw_1
A11.6,attn,11,18,6,24,pythia-1.4b,very_high,draw_1
A11.8,attn,11,8,9,17,pythia-1.4b,very_high,draw_1
A11.11,attn,11,2,2,4,pythia-1.4b,very_high,draw_1
A11.12,attn,11,16,1,17,pythia-1.4b,very_high,draw_1
A11.15,attn,11,16,7,23,pythia-1.4b,very_high,draw_1
A12.3,attn,12,6,2,8,pythia-1.4b,very_high,draw_1
A12.7,attn,12,27,11,38,pythia-1.4b,very_high,draw_1
A12.9,attn,12,0,1,1,pythia-1.4b,very_high,draw_1
A13.0,attn,13,16,1,17,pythia-1.4b,very_high,draw_1
A13.13,attn,13,10,1,11,pythia-1.4b,very_high,draw_1
A14.5,attn,14,1,1,2,pythia-1.4b,very_high,draw_1
A14.7,attn,14,2,1,3,pythia-1.4b,very_high,draw_1
A15.1,attn,15,9,3,12,pythia-1.4b,very_high,draw_1
A15.3,attn,15,0,1,1,pythia-1.4b,very_high,draw_1
A16.1,attn,16,0,1,1,pythia-1.4b,very_high,draw_1
A16.15,attn,16,3,3,6,pythia-1.4b,very_high,draw_1
A17.6,attn,17,0,1,1,pythia-1.4b,very_high,draw_1
A17.15,attn,17,1,1,2,pythia-1.4b,very_high,draw_1
A18.4,attn,18,4,1,5,pythia-1.4b,very_high,draw_1
A18.8,attn,18,1,3,4,pythia-1.4b,very_high,draw_1
A19.1,attn,19,0,1,1,pythia-1.4b,very_high,draw_1
A19.11,attn,19,14,2,16,pythia-1.4b,very_high,draw_1
A20.3,attn,20,0,1,1,pythia-1.4b,very_high,draw_1
A21.0,attn,21,5,1,6,pythia-1.4b,very_high,draw_1
A21.2,attn,21,5,1,6,pythia-1.4b,very_high,draw_1
A21.7,attn,21,2,1,3,pythia-1.4b,very_high,draw_1
A21.14,attn,21,0,1,1,pythia-1.4b,very_high,draw_1
A22.12,attn,22,0,1,1,pythia-1.4b,very_high,draw_1
A23.0,attn,23,0,1,1,pythia-1.4b,very_high,draw_1
A23.2,attn,23,4,1,5,pythia-1.4b,very_high,draw_1
A23.9,attn,23,2,1,3,pythia-1.4b,very_high,draw_1
A23.10,attn,23,0,1,1,pythia-1.4b,very_high,draw_1
A8.8,attn,8,3,5,8,pythia-1.4b,very_high,draw_1
A0.12,attn,0,1,5,6,pythia-1.4b,very_high,draw_1
A0.1,attn,0,1,1,2,pythia-1.4b,very_high,draw_1
A0.2,attn,0,1,1,2,pythia-1.4b,very_high,draw_1
A0.11,attn,0,1,2,3,pythia-1.4b,very_high,draw_1
A1.6,attn,1,2,5,7,pythia-1.4b,very_high,draw_1
A1.7,attn,1,0,1,1,pythia-1.4b,very_high,draw_1
A2.6,attn,2,0,1,1,pythia-1.4b,very_high,draw_1
A2.11,attn,2,0,1,1,pythia-1.4b,very_high,draw_1
A3.10,attn,3,0,1,1,pythia-1.4b,very_high,draw_1
A3.12,attn,3,0,1,1,pythia-1.4b,very_high,draw_1
A3.14,attn,3,0,1,1,pythia-1.4b,very_high,draw_1
A6.7,attn,6,0,4,4,pythia-1.4b,very_high,draw_1
A6.9,attn,6,0,4,4,pythia-1.4b,very_high,draw_1
A8.9,attn,8,0,1,1,pythia-1.4b,very_high,draw_1
A8.13,attn,8,0,2,2,pythia-1.4b,very_high,draw_1
A8.15,attn,8,0,2,2,pythia-1.4b,very_high,draw_1
A4.2,attn,4,0,1,1,pythia-1.4b,very_high,draw_1
A4.14,attn,4,5,6,11,pythia-1.4b,very_high,draw_1
A7.14,attn,7,0,1,1,pythia-1.4b,very_high,draw_1
A16.10,attn,16,1,1,2,pythia-1.4b,very_high,draw_1
A3.8,attn,3,0,1,1,pythia-1.4b,very_high,draw_1
A3.15,attn,3,0,2,2,pythia-1.4b,very_high,draw_1
A5.15,attn,5,1,2,3,pythia-1.4b,very_high,draw_1
A5.13,attn,5,0,1,1,pythia-1.4b,very_high,draw_1
A7.0,attn,7,0,3,3,pythia-1.4b,very_high,draw_1
A9.2,attn,9,0,1,1,pythia-1.4b,very_high,draw_1
A12.13,attn,12,0,1,1,pythia-1.4b,very_high,draw_1
A13.8,attn,13,0,1,1,pythia-1.4b,very_high,draw_1
A14.8,attn,14,0,1,1,pythia-1.4b,very_high,draw_1
A1.4,attn,1,1,2,3,pythia-1.4b,very_high,draw_1
A4.9,attn,4,3,1,4,pythia-1.4b,very_high,draw_1
A4.12,attn,4,0,1,1,pythia-1.4b,very_high,draw_1
A5.2,attn,5,0,1,1,pythia-1.4b,very_high,draw_1
A17.11,attn,17,3,1,4,pythia-1.4b,very_high,draw_1
A18.1,attn,18,0,1,1,pythia-1.4b,very_high,draw_1
A21.15,attn,21,0,1,1,pythia-1.4b,very_high,draw_1
A5.0,attn,5,0,2,2,pythia-1.4b,very_high,draw_1
A9.0,attn,9,0,1,1,pythia-1.4b,very_high,draw_1
A10.2,attn,10,0,1,1,pythia-1.4b,very_high,draw_1
A6.1,attn,6,0,1,1,pythia-1.4b,very_high,draw_1
A6.8,attn,6,0,1,1,pythia-1.4b,very_high,draw_1
A1.8,attn,1,1,1,2,pythia-1.4b,very_high,draw_1
A0.10,attn,0,0,1,1,pythia-1.4b,very_high,draw_1
A1.12,attn,1,0,2,2,pythia-1.4b,very_high,draw_1
A1.14,attn,1,0,2,2,pythia-1.4b,very_high,draw_1
A2.4,attn,2,1,1,2,pythia-1.4b,very_high,draw_1
A4.4,attn,4,0,3,3,pythia-1.4b,very_high,draw_1
A6.4,attn,6,0,1,1,pythia-1.4b,very_high,draw_1
A9.6,attn,9,0,1,1,pythia-1.4b,very_high,draw_1
A4.5,attn,4,0,1,1,pythia-1.4b,very_high,draw_1
A6.12,attn,6,0,1,1,pythia-1.4b,very_high,draw_1
A2.2,attn,2,0,1,1,pythia-1.4b,very_high,draw_1
A3.0,attn,3,0,1,1,pythia-1.4b,very_high,draw_1
A6.6,attn,6,0,1,1,pythia-1.4b,very_high,draw_1
A7.7,attn,7,0,1,1,pythia-1.4b,very_high,draw_1
A0.8,attn,0,0,1,1,pythia-1.4b,very_high,draw_2
M11,mlp,11,45,23,68,pythia-1.4b,very_high,draw_2
M0,mlp,0,1,90,91,pythia-1.4b,very_high,draw_2
M1,mlp,1,4,38,42,pythia-1.4b,very_high,draw_2
M2,mlp,2,14,48,62,pythia-1.4b,very_high,draw_2
M3,mlp,3,16,41,57,pythia-1.4b,very_high,draw_2
A4.9,attn,4,0,3,3,pythia-1.4b,very_high,draw_2
A4.15,attn,4,11,19,30,pythia-1.4b,very_high,draw_2
M4,mlp,4,17,38,55,pythia-1.4b,very_high,draw_2
A5.5,attn,5,6,31,37,pythia-1.4b,very_high,draw_2
M5,mlp,5,26,45,71,pythia-1.4b,very_high,draw_2
A6.2,attn,6,12,22,34,pythia-1.4b,very_high,draw_2
A6.6,attn,6,1,3,4,pythia-1.4b,very_high,draw_2
A6.8,attn,6,4,4,8,pythia-1.4b,very_high,draw_2
A6.9,attn,6,10,11,21,pythia-1.4b,very_high,draw_2
A6.10,attn,6,6,6,12,pythia-1.4b,very_high,draw_2
A6.11,attn,6,11,18,29,pythia-1.4b,very_high,draw_2
A6.15,attn,6,5,13,18,pythia-1.4b,very_high,draw_2
M6,mlp,6,28,47,75,pythia-1.4b,very_high,draw_2
A7.3,attn,7,22,53,75,pythia-1.4b,very_high,draw_2
A7.5,attn,7,8,14,22,pythia-1.4b,very_high,draw_2
A7.6,attn,7,7,13,20,pythia-1.4b,very_high,draw_2
A7.8,attn,7,6,12,18,pythia-1.4b,very_high,draw_2
M7,mlp,7,34,42,76,pythia-1.4b,very_high,draw_2
A8.1,attn,8,2,3,5,pythia-1.4b,very_high,draw_2
A8.3,attn,8,21,31,52,pythia-1.4b,very_high,draw_2
A8.4,attn,8,10,19,29,pythia-1.4b,very_high,draw_2
A8.5,attn,8,10,16,26,pythia-1.4b,very_high,draw_2
A8.7,attn,8,0,2,2,pythia-1.4b,very_high,draw_2
A8.12,attn,8,8,9,17,pythia-1.4b,very_high,draw_2
M8,mlp,8,33,40,73,pythia-1.4b,very_high,draw_2
A9.2,attn,9,0,1,1,pythia-1.4b,very_high,draw_2
A9.6,attn,9,0,1,1,pythia-1.4b,very_high,draw_2
A9.9,attn,9,6,11,17,pythia-1.4b,very_high,draw_2
A9.12,attn,9,44,36,80,pythia-1.4b,very_high,draw_2
A9.14,attn,9,1,1,2,pythia-1.4b,very_high,draw_2
M9,mlp,9,54,24,78,pythia-1.4b,very_high,draw_2
A10.0,attn,10,34,45,79,pythia-1.4b,very_high,draw_2
A10.3,attn,10,19,6,25,pythia-1.4b,very_high,draw_2
A10.4,attn,10,16,19,35,pythia-1.4b,very_high,draw_2
A10.5,attn,10,9,6,15,pythia-1.4b,very_high,draw_2
A10.6,attn,10,0,1,1,pythia-1.4b,very_high,draw_2
A10.9,attn,10,39,47,86,pythia-1.4b,very_high,draw_2
A10.10,attn,10,6,2,8,pythia-1.4b,very_high,draw_2
A10.14,attn,10,16,10,26,pythia-1.4b,very_high,draw_2
M10,mlp,10,32,27,59,pythia-1.4b,very_high,draw_2
A1.1,attn,1,1,5,6,pythia-1.4b,very_high,draw_2
A0.3,attn,0,1,16,17,pythia-1.4b,very_high,draw_2
A1.4,attn,1,2,4,6,pythia-1.4b,very_high,draw_2
A1.5,attn,1,1,11,12,pythia-1.4b,very_high,draw_2
A1.6,attn,1,1,3,4,pythia-1.4b,very_high,draw_2
A1.9,attn,1,1,3,4,pythia-1.4b,very_high,draw_2
A1.11,attn,1,4,19,23,pythia-1.4b,very_high,draw_2
A0.4,attn,0,1,9,10,pythia-1.4b,very_high,draw_2
A0.6,attn,0,1,12,13,pythia-1.4b,very_high,draw_2
A1.12,attn,1,1,2,3,pythia-1.4b,very_high,draw_2
A1.14,attn,1,1,1,2,pythia-1.4b,very_high,draw_2
A1.15,attn,1,2,4,6,pythia-1.4b,very_high,draw_2
A17.1,attn,17,10,2,12,pythia-1.4b,very_high,draw_2
A12.10,attn,12,5,11,16,pythia-1.4b,very_high,draw_2
M12,mlp,12,31,17,48,pythia-1.4b,very_high,draw_2
M15,mlp,15,47,26,73,pythia-1.4b,very_high,draw_2
A17.5,attn,17,8,2,10,pythia-1.4b,very_high,draw_2
M16,mlp,16,23,13,36,pythia-1.4b,very_high,draw_2
A17.6,attn,17,1,1,2,pythia-1.4b,very_high,draw_2
A5.4,attn,5,17,48,65,pythia-1.4b,very_high,draw_2
A17.7,attn,17,11,1,12,pythia-1.4b,very_high,draw_2
A7.10,attn,7,8,17,25,pythia-1.4b,very_high,draw_2
A8.14,attn,8,14,16,30,pythia-1.4b,very_high,draw_2
A11.2,attn,11,49,19,68,pythia-1.4b,very_high,draw_2
A11.13,attn,11,11,13,24,pythia-1.4b,very_high,draw_2
A12.7,attn,12,26,6,32,pythia-1.4b,very_high,draw_2
A13.0,attn,13,6,3,9,pythia-1.4b,very_high,draw_2
A17.11,attn,17,1,3,4,pythia-1.4b,very_high,draw_2
A16.0,attn,16,14,2,16,pythia-1.4b,very_high,draw_2
A9.1,attn,9,15,24,39,pythia-1.4b,very_high,draw_2
M14,mlp,14,37,17,54,pythia-1.4b,very_high,draw_2
A16.1,attn,16,1,1,2,pythia-1.4b,very_high,draw_2
A16.3,attn,16,9,5,14,pythia-1.4b,very_high,draw_2
A15.15,attn,15,12,5,17,pythia-1.4b,very_high,draw_2
A16.4,attn,16,28,2,30,pythia-1.4b,very_high,draw_2
A7.15,attn,7,12,20,32,pythia-1.4b,very_high,draw_2
A9.10,attn,9,0,9,9,pythia-1.4b,very_high,draw_2
A10.8,attn,10,25,11,36,pythia-1.4b,very_high,draw_2
A12.15,attn,12,27,12,39,pythia-1.4b,very_high,draw_2
A13.15,attn,13,30,7,37,pythia-1.4b,very_high,draw_2
A15.11,attn,15,5,4,9,pythia-1.4b,very_high,draw_2
A16.5,attn,16,7,5,12,pythia-1.4b,very_high,draw_2
A16.6,attn,16,4,1,5,pythia-1.4b,very_high,draw_2
A16.10,attn,16,5,2,7,pythia-1.4b,very_high,draw_2
A16.13,attn,16,6,5,11,pythia-1.4b,very_high,draw_2
A2.5,attn,2,12,37,49,pythia-1.4b,very_high,draw_2
A4.7,attn,4,6,29,35,pythia-1.4b,very_high,draw_2
A5.11,attn,5,16,36,52,pythia-1.4b,very_high,draw_2
A7.2,attn,7,0,2,2,pythia-1.4b,very_high,draw_2
A8.2,attn,8,1,5,6,pythia-1.4b,very_high,draw_2
A8.6,attn,8,4,11,15,pythia-1.4b,very_high,draw_2
A11.4,attn,11,2,7,9,pythia-1.4b,very_high,draw_2
A11.6,attn,11,6,2,8,pythia-1.4b,very_high,draw_2
A11.7,attn,11,4,3,7,pythia-1.4b,very_high,draw_2
A11.14,attn,11,10,9,19,pythia-1.4b,very_high,draw_2
A12.8,attn,12,5,4,9,pythia-1.4b,very_high,draw_2
A12.9,attn,12,1,5,6,pythia-1.4b,very_high,draw_2
A12.11,attn,12,12,7,19,pythia-1.4b,very_high,draw_2
A12.12,attn,12,19,13,32,pythia-1.4b,very_high,draw_2
A12.13,attn,12,1,3,4,pythia-1.4b,very_high,draw_2
A13.8,attn,13,0,2,2,pythia-1.4b,very_high,draw_2
A14.0,attn,14,15,8,23,pythia-1.4b,very_high,draw_2
A14.11,attn,14,5,3,8,pythia-1.4b,very_high,draw_2
embed,embed,-1,0,11,11,pythia-1.4b,very_high,draw_2
A0.1,attn,0,1,1,2,pythia-1.4b,very_high,draw_2
A0.2,attn,0,1,2,3,pythia-1.4b,very_high,draw_2
A0.7,attn,0,1,1,2,pythia-1.4b,very_high,draw_2
A0.11,attn,0,1,1,2,pythia-1.4b,very_high,draw_2
A0.13,attn,0,1,1,2,pythia-1.4b,very_high,draw_2
A0.14,attn,0,1,2,3,pythia-1.4b,very_high,draw_2
A19.3,attn,19,23,2,25,pythia-1.4b,very_high,draw_2
A10.7,attn,10,3,7,10,pythia-1.4b,very_high,draw_2
M13,mlp,13,24,13,37,pythia-1.4b,very_high,draw_2
A18.11,attn,18,8,3,11,pythia-1.4b,very_high,draw_2
A19.10,attn,19,2,1,3,pythia-1.4b,very_high,draw_2
A19.11,attn,19,10,2,12,pythia-1.4b,very_high,draw_2
A19.14,attn,19,5,2,7,pythia-1.4b,very_high,draw_2
M18,mlp,18,16,6,22,pythia-1.4b,very_high,draw_2
A0.12,attn,0,0,2,2,pythia-1.4b,very_high,draw_2
A2.6,attn,2,0,1,1,pythia-1.4b,very_high,draw_2
A2.7,attn,2,1,10,11,pythia-1.4b,very_high,draw_2
A3.0,attn,3,0,1,1,pythia-1.4b,very_high,draw_2
A3.13,attn,3,4,10,14,pythia-1.4b,very_high,draw_2
A4.1,attn,4,3,10,13,pythia-1.4b,very_high,draw_2
A4.5,attn,4,2,2,4,pythia-1.4b,very_high,draw_2
A5.0,attn,5,6,8,14,pythia-1.4b,very_high,draw_2
A5.1,attn,5,0,1,1,pythia-1.4b,very_high,draw_2
A5.6,attn,5,1,5,6,pythia-1.4b,very_high,draw_2
A5.8,attn,5,7,34,41,pythia-1.4b,very_high,draw_2
A5.12,attn,5,4,5,9,pythia-1.4b,very_high,draw_2
A5.14,attn,5,3,6,9,pythia-1.4b,very_high,draw_2
A6.12,attn,6,0,2,2,pythia-1.4b,very_high,draw_2
A6.14,attn,6,0,1,1,pythia-1.4b,very_high,draw_2
M21,mlp,21,14,5,19,pythia-1.4b,very_high,draw_2
A10.11,attn,10,11,5,16,pythia-1.4b,very_high,draw_2
A15.3,attn,15,6,2,8,pythia-1.4b,very_high,draw_2
A15.14,attn,15,13,3,16,pythia-1.4b,very_high,draw_2
M20,mlp,20,12,3,15,pythia-1.4b,very_high,draw_2
A5.3,attn,5,1,7,8,pythia-1.4b,very_high,draw_2
A3.4,attn,3,1,9,10,pythia-1.4b,very_high,draw_2
A3.5,attn,3,5,11,16,pythia-1.4b,very_high,draw_2
A3.15,attn,3,1,5,6,pythia-1.4b,very_high,draw_2
A4.14,attn,4,1,8,9,pythia-1.4b,very_high,draw_2
A3.3,attn,3,1,3,4,pythia-1.4b,very_high,draw_2
A12.0,attn,12,7,2,9,pythia-1.4b,very_high,draw_2
A12.3,attn,12,8,1,9,pythia-1.4b,very_high,draw_2
A11.9,attn,11,4,11,15,pythia-1.4b,very_high,draw_2
A8.11,attn,8,0,5,5,pythia-1.4b,very_high,draw_2
A9.8,attn,9,0,2,2,pythia-1.4b,very_high,draw_2
A11.8,attn,11,9,9,18,pythia-1.4b,very_high,draw_2
A11.15,attn,11,2,4,6,pythia-1.4b,very_high,draw_2
A11.11,attn,11,2,3,5,pythia-1.4b,very_high,draw_2
A12.14,attn,12,1,1,2,pythia-1.4b,very_high,draw_2
A7.4,attn,7,4,6,10,pythia-1.4b,very_high,draw_2
A9.7,attn,9,3,5,8,pythia-1.4b,very_high,draw_2
R23,resid,23,155,0,155,pythia-1.4b,very_high,draw_2
A4.6,attn,4,0,5,5,pythia-1.4b,very_high,draw_2
A4.8,attn,4,0,2,2,pythia-1.4b,very_high,draw_2
A5.2,attn,5,0,2,2,pythia-1.4b,very_high,draw_2
A9.5,attn,9,2,4,6,pythia-1.4b,very_high,draw_2
A10.2,attn,10,0,4,4,pythia-1.4b,very_high,draw_2
