node,node_type,layer,in_degree,out_degree,total_degree,model,band,draw
A4.7,attn,4,16,36,52,pythia-1.4b,high,draw_2
A4.15,attn,4,12,23,35,pythia-1.4b,high,draw_2
M4,mlp,4,12,45,57,pythia-1.4b,high,draw_2
A5.3,attn,5,2,3,5,pythia-1.4b,high,draw_2
A5.5,attn,5,6,31,37,pythia-1.4b,high,draw_2
A6.2,attn,6,15,28,43,pythia-1.4b,high,draw_2
A6.8,attn,6,1,2,3,pythia-1.4b,high,draw_2
A6.9,attn,6,0,3,3,pythia-1.4b,high,draw_2
A6.15,attn,6,6,12,18,pythia-1.4b,high,draw_2
A7.4,attn,7,1,2,3,pythia-1.4b,high,draw_2
A7.5,attn,7,8,15,23,pythia-1.4b,high,draw_2
A3.4,attn,3,2,11,13,pythia-1.4b,high,draw_2
A5.4,attn,5,18,57,75,pythia-1.4b,high,draw_2
A5.6,attn,5,1,4,5,pythia-1.4b,high,draw_2
A5.8,attn,5,7,27,34,pythia-1.4b,high,draw_2
A5.11,attn,5,13,35,48,pythia-1.4b,high,draw_2
A7.6,attn,7,7,11,18,pythia-1.4b,high,draw_2
A7.8,attn,7,3,14,17,pythia-1.4b,high,draw_2
A7.9,attn,7,1,2,3,pythia-1.4b,high,draw_2
A6.10,attn,6,4,6,10,pythia-1.4b,high,draw_2
A7.14,attn,7,1,3,4,pythia-1.4b,high,draw_2
A8.1,attn,8,1,2,3,pythia-1.4b,high,draw_2
A5.0,attn,5,0,4,4,pythia-1.4b,high,draw_2
A5.12,attn,5,5,8,13,pythia-1.4b,high,draw_2
A6.7,attn,6,1,3,4,pythia-1.4b,high,draw_2
A7.2,attn,7,0,3,3,pythia-1.4b,high,draw_2
A8.4,attn,8,8,25,33,pythia-1.4b,high,draw_2
A8.5,attn,8,14,22,36,pythia-1.4b,high,draw_2
A2.7,attn,2,2,9,11,pythia-1.4b,high,draw_2
A8.6,attn,8,4,20,24,pythia-1.4b,high,draw_2
A8.8,attn,8,1,2,3,pythia-1.4b,high,draw_2
A8.12,attn,8,7,11,18,pythia-1.4b,high,draw_2
A8.13,attn,8,1,5,6,pythia-1.4b,high,draw_2
A8.14,attn,8,10,19,29,pythia-1.4b,high,draw_2
M13,mlp,13,39,18,57,pythia-1.4b,high,draw_2
M8,mlp,8,31,40,71,pythia-1.4b,high,draw_2
A9.1,attn,9,1,12,13,pythia-1.4b,high,draw_2
A10.3,attn,10,22,7,29,pythia-1.4b,high,draw_2
A10.14,attn,10,21,11,32,pythia-1.4b,high,draw_2
M10,mlp,10,37,26,63,pythia-1.4b,high,draw_2
A11.2,attn,11,40,20,60,pythia-1.4b,high,draw_2
A11.4,attn,11,1,4,5,pythia-1.4b,high,draw_2
A11.6,attn,11,12,5,17,pythia-1.4b,high,draw_2
A11.9,attn,11,4,8,12,pythia-1.4b,high,draw_2
A11.14,attn,11,5,9,14,pythia-1.4b,high,draw_2
A12.0,attn,12,0,1,1,pythia-1.4b,high,draw_2
A12.7,attn,12,15,4,19,pythia-1.4b,high,draw_2
A12.12,attn,12,13,17,30,pythia-1.4b,high,draw_2
A3.5,attn,3,5,12,17,pythia-1.4b,high,draw_2
A4.3,attn,4,3,3,6,pythia-1.4b,high,draw_2
A4.6,attn,4,5,6,11,pythia-1.4b,high,draw_2
A4.14,attn,4,4,5,9,pythia-1.4b,high,draw_2
A5.2,attn,5,0,2,2,pythia-1.4b,high,draw_2
A5.15,attn,5,2,3,5,pythia-1.4b,high,draw_2
A6.12,attn,6,0,2,2,pythia-1.4b,high,draw_2
A12.3,attn,12,13,1,14,pythia-1.4b,high,draw_2
A9.9,attn,9,8,23,31,pythia-1.4b,high,draw_2
A9.5,attn,9,2,4,6,pythia-1.4b,high,draw_2
A10.4,attn,10,19,25,44,pythia-1.4b,high,draw_2
A11.8,attn,11,23,19,42,pythia-1.4b,high,draw_2
A11.15,attn,11,8,10,18,pythia-1.4b,high,draw_2
A12.8,attn,12,4,4,8,pythia-1.4b,high,draw_2
A12.14,attn,12,1,1,2,pythia-1.4b,high,draw_2
A12.15,attn,12,18,10,28,pythia-1.4b,high,draw_2
A10.7,attn,10,10,8,18,pythia-1.4b,high,draw_2
A8.7,attn,8,0,2,2,pythia-1.4b,high,draw_2
A9.8,attn,9,0,2,2,pythia-1.4b,high,draw_2
A9.13,attn,9,3,7,10,pythia-1.4b,high,draw_2
A10.2,attn,10,0,1,1,pythia-1.4b,high,draw_2
A10.11,attn,10,8,4,12,pythia-1.4b,high,draw_2
A13.1,attn,13,8,8,16,pythia-1.4b,high,draw_2
A13.2,attn,13,8,2,10,pythia-1.4b,high,draw_2
A13.15,attn,13,33,9,42,pythia-1.4b,high,draw_2
A21.0,attn,21,4,1,5,pythia-1.4b,high,draw_2
A21.2,attn,21,10,1,11,pythia-1.4b,high,draw_2
A21.7,attn,21,12,1,13,pythia-1.4b,high,draw_2
A21.14,attn,21,4,2,6,pythia-1.4b,high,draw_2
A19.13,attn,19,2,2,4,pythia-1.4b,high,draw_2
A4.4,attn,4,2,1,3,pythia-1.4b,high,draw_2
embed,embed,-1,0,8,8,pythia-1.4b,high,draw_2
A0.4,attn,0,1,2,3,pythia-1.4b,high,draw_2
A1.0,attn,1,1,3,4,pythia-1.4b,high,draw_2
A1.1,attn,1,1,2,3,pythia-1.4b,high,draw_2
A1.5,attn,1,1,4,5,pythia-1.4b,high,draw_2
A1.15,attn,1,0,1,1,pythia-1.4b,high,draw_2
A3.3,attn,3,2,6,8,pythia-1.4b,high,draw_2
A3.15,attn,3,1,3,4,pythia-1.4b,high,draw_2
A4.8,attn,4,2,1,3,pythia-1.4b,high,draw_2
A4.9,attn,4,1,2,3,pythia-1.4b,high,draw_2
A4.13,attn,4,1,1,2,pythia-1.4b,high,draw_2
A1.11,attn,1,2,11,13,pythia-1.4b,high,draw_2
A19.3,attn,19,6,3,9,pythia-1.4b,high,draw_2
M18,mlp,18,14,8,22,pythia-1.4b,high,draw_2
A19.5,attn,19,9,1,10,pythia-1.4b,high,draw_2
A14.6,attn,14,7,5,12,pythia-1.4b,high,draw_2
A19.6,attn,19,11,1,12,pythia-1.4b,high,draw_2
A19.10,attn,19,13,2,15,pythia-1.4b,high,draw_2
A14.11,attn,14,24,14,38,pythia-1.4b,high,draw_2
A19.11,attn,19,18,2,20,pythia-1.4b,high,draw_2
A15.9,attn,15,12,2,14,pythia-1.4b,high,draw_2
A15.13,attn,15,11,3,14,pythia-1.4b,high,draw_2
A16.1,attn,16,6,4,10,pythia-1.4b,high,draw_2
A16.15,attn,16,16,3,19,pythia-1.4b,high,draw_2
A19.14,attn,19,4,3,7,pythia-1.4b,high,draw_2
A11.0,attn,11,0,2,2,pythia-1.4b,high,draw_2
A4.2,attn,4,0,2,2,pythia-1.4b,high,draw_2
A6.6,attn,6,1,2,3,pythia-1.4b,high,draw_2
A5.14,attn,5,0,3,3,pythia-1.4b,high,draw_2
R23,resid,23,152,0,152,pythia-1.4b,high,draw_2
A8.15,attn,8,0,1,1,pythia-1.4b,high,draw_2
A9.10,attn,9,4,3,7,pythia-1.4b,high,draw_2
A11.11,attn,11,2,2,4,pythia-1.4b,high,draw_2
A11.12,attn,11,1,2,3,pythia-1.4b,high,draw_2
A13.0,attn,13,14,5,19,pythia-1.4b,high,draw_2
A13.13,attn,13,8,1,9,pythia-1.4b,high,draw_2
A14.0,attn,14,12,4,16,pythia-1.4b,high,draw_2
A14.4,attn,14,3,2,5,pythia-1.4b,high,draw_2
A14.5,attn,14,0,1,1,pythia-1.4b,high,draw_2
A14.12,attn,14,11,1,12,pythia-1.4b,high,draw_2
A15.1,attn,15,9,2,11,pythia-1.4b,high,draw_2
A15.3,attn,15,11,1,12,pythia-1.4b,high,draw_2
A15.11,attn,15,14,2,16,pythia-1.4b,high,draw_2
A15.14,attn,15,24,3,27,pythia-1.4b,high,draw_2
A15.15,attn,15,15,4,19,pythia-1.4b,high,draw_2
A16.0,attn,16,19,5,24,pythia-1.4b,high,draw_2
A16.3,attn,16,17,2,19,pythia-1.4b,high,draw_2
A16.4,attn,16,20,3,23,pythia-1.4b,high,draw_2
A16.5,attn,16,8,1,9,pythia-1.4b,high,draw_2
A16.6,attn,16,4,2,6,pythia-1.4b,high,draw_2
A16.10,attn,16,4,1,5,pythia-1.4b,high,draw_2
A16.13,attn,16,13,3,16,pythia-1.4b,high,draw_2
A17.1,attn,17,13,2,15,pythia-1.4b,high,draw_2
A17.6,attn,17,0,1,1,pythia-1.4b,high,draw_2
A17.7,attn,17,12,4,16,pythia-1.4b,high,draw_2
A17.8,attn,17,8,1,9,pythia-1.4b,high,draw_2
A17.15,attn,17,3,1,4,pythia-1.4b,high,draw_2
A18.2,attn,18,12,2,14,pythia-1.4b,high,draw_2
A18.6,attn,18,9,1,10,pythia-1.4b,high,draw_2
A18.8,attn,18,9,1,10,pythia-1.4b,high,draw_2
A18.11,attn,18,12,3,15,pythia-1.4b,high,draw_2
A18.13,attn,18,0,1,1,pythia-1.4b,high,draw_2
A20.1,attn,20,3,1,4,pythia-1.4b,high,draw_2
A20.3,attn,20,1,1,2,pythia-1.4b,high,draw_2
A20.6,attn,20,5,1,6,pythia-1.4b,high,draw_2
A20.10,attn,20,7,1,8,pythia-1.4b,high,draw_2
A20.15,attn,20,25,1,26,pythia-1.4b,high,draw_2
M20,mlp,20,28,6,34,pythia-1.4b,high,draw_2
M21,mlp,21,18,3,21,pythia-1.4b,high,draw_2
A22.2,attn,22,13,2,15,pythia-1.4b,high,draw_2
A22.3,attn,22,2,1,3,pythia-1.4b,high,draw_2
A22.9,attn,22,13,2,15,pythia-1.4b,high,draw_2
A22.10,attn,22,0,1,1,pythia-1.4b,high,draw_2
A22.13,attn,22,14,2,16,pythia-1.4b,high,draw_2
A22.15,attn,22,10,1,11,pythia-1.4b,high,draw_2
A23.0,attn,23,0,1,1,pythia-1.4b,high,draw_2
A23.10,attn,23,0,1,1,pythia-1.4b,high,draw_2
A23.12,attn,23,0,1,1,pythia-1.4b,high,draw_2
M23,mlp,23,76,1,77,pythia-1.4b,high,draw_2
A15.10,attn,15,0,5,5,pythia-1.4b,high,draw_2
A15.12,attn,15,0,1,1,pythia-1.4b,high,draw_2
A13.7,attn,13,7,1,8,pythia-1.4b,high,draw_2
A22.0,attn,22,9,1,10,pythia-1.4b,high,draw_2
A21.15,attn,21,0,1,1,pythia-1.4b,high,draw_2
A9.6,attn,9,0,1,1,pythia-1.4b,high,draw_2
A8.9,attn,8,0,1,1,pythia-1.4b,high,draw_2
A9.7,attn,9,0,5,5,pythia-1.4b,high,draw_2
A10.5,attn,10,2,2,4,pythia-1.4b,high,draw_2
A8.11,attn,8,0,2,2,pythia-1.4b,high,draw_2
A9.2,attn,9,0,1,1,pythia-1.4b,high,draw_2
A8.10,attn,8,0,1,1,pythia-1.4b,high,draw_2
A13.9,attn,13,0,3,3,pythia-1.4b,high,draw_2
A0.8,attn,0,0,2,2,pythia-1.4b,high,draw_2
A0.13,attn,0,1,2,3,pythia-1.4b,high,draw_2
A0.2,attn,0,1,2,3,pythia-1.4b,high,draw_2
A1.6,attn,1,1,2,3,pythia-1.4b,high,draw_2
A6.1,attn,6,0,1,1,pythia-1.4b,high,draw_2
A8.0,attn,8,0,3,3,pythia-1.4b,high,draw_2
A8.2,attn,8,0,1,1,pythia-1.4b,high,draw_2
A10.10,attn,10,0,1,1,pythia-1.4b,high,draw_2
A19.2,attn,19,0,1,1,pythia-1.4b,high,draw_2
A22.12,attn,22,0,1,1,pythia-1.4b,high,draw_2
A4.12,attn,4,0,1,1,pythia-1.4b,high,draw_2
A11.7,attn,11,0,1,1,pythia-1.4b,high,draw_2
A14.8,attn,14,0,2,2,pythia-1.4b,high,draw_2
A3.0,attn,3,0,1,1,pythia-1.4b,high,draw_2
A3.2,attn,3,0,2,2,pythia-1.4b,high,draw_2
A3.6,attn,3,0,1,1,pythia-1.4b,high,draw_2
A10.1,attn,10,0,1,1,pythia-1.4b,high,draw_2
A0.9,attn,0,0,1,1,pythia-1.4b,high,draw_2
A0.14,attn,0,0,1,1,pythia-1.4b,high,draw_2
A1.7,attn,1,0,1,1,pythia-1.4b,high,draw_2
A0.12,attn,0,0,1,1,pythia-1.4b,high,draw_2
A1.4,attn,1,2,1,3,pythia-1.4b,high,draw_2
A1.8,attn,1,2,2,4,pythia-1.4b,high,draw_2
A4.10,attn,4,0,1,1,pythia-1.4b,high,draw_2
A5.5,attn,5,8,29,37,pythia-1.4b,high,draw_3
A7.2,attn,7,2,4,6,pythia-1.4b,high,draw_3
M6,mlp,6,30,60,90,pythia-1.4b,high,draw_3
M0,mlp,0,1,93,94,pythia-1.4b,high,draw_3
A7.3,attn,7,15,50,65,pythia-1.4b,high,draw_3
A2.5,attn,2,9,37,46,pythia-1.4b,high,draw_3
M2,mlp,2,10,40,50,pythia-1.4b,high,draw_3
A3.2,attn,3,0,2,2,pythia-1.4b,high,draw_3
M3,mlp,3,13,44,57,pythia-1.4b,high,draw_3
A4.1,attn,4,4,16,20,pythia-1.4b,high,draw_3
A4.7,attn,4,7,24,31,pythia-1.4b,high,draw_3
A4.15,attn,4,15,27,42,pythia-1.4b,high,draw_3
M4,mlp,4,13,31,44,pythia-1.4b,high,draw_3
A5.14,attn,5,0,3,3,pythia-1.4b,high,draw_3
A6.2,attn,6,13,36,49,pythia-1.4b,high,draw_3
A6.8,attn,6,1,4,5,pythia-1.4b,high,draw_3
A6.9,attn,6,2,7,9,pythia-1.4b,high,draw_3
A6.11,attn,6,11,20,31,pythia-1.4b,high,draw_3
A5.4,attn,5,15,46,61,pythia-1.4b,high,draw_3
A7.4,attn,7,1,3,4,pythia-1.4b,high,draw_3
A7.5,attn,7,12,17,29,pythia-1.4b,high,draw_3
A5.0,attn,5,2,4,6,pythia-1.4b,high,draw_3
A5.11,attn,5,15,36,51,pythia-1.4b,high,draw_3
M5,mlp,5,21,52,73,pythia-1.4b,high,draw_3
A6.10,attn,6,5,9,14,pythia-1.4b,high,draw_3
A6.15,attn,6,1,8,9,pythia-1.4b,high,draw_3
A2.7,attn,2,1,10,11,pythia-1.4b,high,draw_3
A7.6,attn,7,9,15,24,pythia-1.4b,high,draw_3
A3.13,attn,3,5,15,20,pythia-1.4b,high,draw_3
A5.12,attn,5,0,2,2,pythia-1.4b,high,draw_3
A7.8,attn,7,4,9,13,pythia-1.4b,high,draw_3
A7.10,attn,7,8,8,16,pythia-1.4b,high,draw_3
M1,mlp,1,3,38,41,pythia-1.4b,high,draw_3
A0.3,attn,0,1,16,17,pythia-1.4b,high,draw_3
A7.15,attn,7,10,29,39,pythia-1.4b,high,draw_3
A5.3,attn,5,1,4,5,pythia-1.4b,high,draw_3
A0.6,attn,0,1,11,12,pythia-1.4b,high,draw_3
A1.5,attn,1,1,10,11,pythia-1.4b,high,draw_3
A1.11,attn,1,3,11,14,pythia-1.4b,high,draw_3
A2.0,attn,2,2,11,13,pythia-1.4b,high,draw_3
A3.4,attn,3,3,8,11,pythia-1.4b,high,draw_3
A3.5,attn,3,7,9,16,pythia-1.4b,high,draw_3
A3.15,attn,3,1,3,4,pythia-1.4b,high,draw_3
A4.6,attn,4,7,7,14,pythia-1.4b,high,draw_3
A4.14,attn,4,3,5,8,pythia-1.4b,high,draw_3
A5.8,attn,5,6,29,35,pythia-1.4b,high,draw_3
A4.5,attn,4,7,6,13,pythia-1.4b,high,draw_3
A5.15,attn,5,1,4,5,pythia-1.4b,high,draw_3
A13.0,attn,13,12,4,16,pythia-1.4b,high,draw_3
A8.14,attn,8,15,21,36,pythia-1.4b,high,draw_3
M8,mlp,8,37,60,97,pythia-1.4b,high,draw_3
A10.0,attn,10,36,57,93,pythia-1.4b,high,draw_3
A10.9,attn,10,41,46,87,pythia-1.4b,high,draw_3
M10,mlp,10,32,26,58,pythia-1.4b,high,draw_3
A11.2,attn,11,29,19,48,pythia-1.4b,high,draw_3
A11.8,attn,11,11,16,27,pythia-1.4b,high,draw_3
A13.1,attn,13,11,9,20,pythia-1.4b,high,draw_3
A9.12,attn,9,31,41,72,pythia-1.4b,high,draw_3
A10.8,attn,10,23,13,36,pythia-1.4b,high,draw_3
M12,mlp,12,34,23,57,pythia-1.4b,high,draw_3
A8.5,attn,8,12,27,39,pythia-1.4b,high,draw_3
A13.6,attn,13,1,1,2,pythia-1.4b,high,draw_3
A13.7,attn,13,8,2,10,pythia-1.4b,high,draw_3
A8.6,attn,8,4,21,25,pythia-1.4b,high,draw_3
A13.9,attn,13,4,2,6,pythia-1.4b,high,draw_3
M7,mlp,7,29,49,78,pythia-1.4b,high,draw_3
A11.9,attn,11,1,10,11,pythia-1.4b,high,draw_3
A13.13,attn,13,9,1,10,pythia-1.4b,high,draw_3
A9.1,attn,9,13,20,33,pythia-1.4b,high,draw_3
A12.7,attn,12,42,11,53,pythia-1.4b,high,draw_3
A12.8,attn,12,1,5,6,pythia-1.4b,high,draw_3
A13.15,attn,13,25,9,34,pythia-1.4b,high,draw_3
A8.3,attn,8,34,36,70,pythia-1.4b,high,draw_3
A10.5,attn,10,16,6,22,pythia-1.4b,high,draw_3
A10.7,attn,10,5,9,14,pythia-1.4b,high,draw_3
A10.14,attn,10,13,13,26,pythia-1.4b,high,draw_3
A11.4,attn,11,7,6,13,pythia-1.4b,high,draw_3
A11.14,attn,11,13,12,25,pythia-1.4b,high,draw_3
A12.10,attn,12,5,13,18,pythia-1.4b,high,draw_3
A12.12,attn,12,20,12,32,pythia-1.4b,high,draw_3
M17,mlp,17,19,9,28,pythia-1.4b,high,draw_3
A11.13,attn,11,12,12,24,pythia-1.4b,high,draw_3
M11,mlp,11,38,25,63,pythia-1.4b,high,draw_3
M14,mlp,14,41,25,66,pythia-1.4b,high,draw_3
M15,mlp,15,51,29,80,pythia-1.4b,high,draw_3
A16.10,attn,16,2,2,4,pythia-1.4b,high,draw_3
M16,mlp,16,30,14,44,pythia-1.4b,high,draw_3
R23,resid,23,163,0,163,pythia-1.4b,high,draw_3
A4.3,attn,4,0,1,1,pythia-1.4b,high,draw_3
A4.8,attn,4,1,2,3,pythia-1.4b,high,draw_3
A8.0,attn,8,0,4,4,pythia-1.4b,high,draw_3
A8.4,attn,8,12,23,35,pythia-1.4b,high,draw_3
A8.7,attn,8,0,2,2,pythia-1.4b,high,draw_3
A8.11,attn,8,0,5,5,pythia-1.4b,high,draw_3
A8.12,attn,8,6,11,17,pythia-1.4b,high,draw_3
A9.5,attn,9,4,5,9,pythia-1.4b,high,draw_3
A9.7,attn,9,0,5,5,pythia-1.4b,high,draw_3
A9.8,attn,9,1,2,3,pythia-1.4b,high,draw_3
A9.9,attn,9,11,14,25,pythia-1.4b,high,draw_3
A9.10,attn,9,2,4,6,pythia-1.4b,high,draw_3
A9.13,attn,9,2,4,6,pythia-1.4b,high,draw_3
M9,mlp,9,40,30,70,pythia-1.4b,high,draw_3
A10.3,attn,10,14,7,21,pythia-1.4b,high,draw_3
A10.4,attn,10,14,21,35,pythia-1.4b,high,draw_3
A10.11,attn,10,7,2,9,pythia-1.4b,high,draw_3
A10.15,attn,10,1,5,6,pythia-1.4b,high,draw_3
A11.0,attn,11,1,1,2,pythia-1.4b,high,draw_3
A11.6,attn,11,4,5,9,pythia-1.4b,high,draw_3
A11.11,attn,11,7,2,9,pythia-1.4b,high,draw_3
A11.12,attn,11,1,1,2,pythia-1.4b,high,draw_3
A11.15,attn,11,20,5,25,pythia-1.4b,high,draw_3
A12.0,attn,12,0,2,2,pythia-1.4b,high,draw_3
A12.3,attn,12,12,1,13,pythia-1.4b,high,draw_3
A12.6,attn,12,0,1,1,pythia-1.4b,high,draw_3
A12.9,attn,12,1,1,2,pythia-1.4b,high,draw_3
A12.11,attn,12,11,5,16,pythia-1.4b,high,draw_3
A12.13,attn,12,0,2,2,pythia-1.4b,high,draw_3
A12.15,attn,12,21,7,28,pythia-1.4b,high,draw_3
M13,mlp,13,39,14,53,pythia-1.4b,high,draw_3
A14.0,attn,14,5,3,8,pythia-1.4b,high,draw_3
A14.1,attn,14,6,1,7,pythia-1.4b,high,draw_3
A14.4,attn,14,0,1,1,pythia-1.4b,high,draw_3
A14.5,attn,14,3,1,4,pythia-1.4b,high,draw_3
A14.6,attn,14,6,2,8,pythia-1.4b,high,draw_3
A14.7,attn,14,5,1,6,pythia-1.4b,high,draw_3
A14.8,attn,14,0,1,1,pythia-1.4b,high,draw_3
A14.11,attn,14,14,7,21,pythia-1.4b,high,draw_3
A14.12,attn,14,1,1,2,pythia-1.4b,high,draw_3
A15.1,attn,15,9,3,12,pythia-1.4b,high,draw_3
A15.3,attn,15,2,2,4,pythia-1.4b,high,draw_3
A15.5,attn,15,6,3,9,pythia-1.4b,high,draw_3
A15.6,attn,15,0,1,1,pythia-1.4b,high,draw_3
A15.9,attn,15,10,1,11,pythia-1.4b,high,draw_3
A15.11,attn,15,17,5,22,pythia-1.4b,high,draw_3
A15.13,attn,15,7,1,8,pythia-1.4b,high,draw_3
A15.14,attn,15,16,2,18,pythia-1.4b,high,draw_3
A15.15,attn,15,14,4,18,pythia-1.4b,high,draw_3
A16.0,attn,16,19,3,22,pythia-1.4b,high,draw_3
A16.1,attn,16,3,1,4,pythia-1.4b,high,draw_3
A16.2,attn,16,9,1,10,pythia-1.4b,high,draw_3
A16.3,attn,16,22,1,23,pythia-1.4b,high,draw_3
A16.4,attn,16,16,2,18,pythia-1.4b,high,draw_3
A16.5,attn,16,20,4,24,pythia-1.4b,high,draw_3
A16.6,attn,16,1,2,3,pythia-1.4b,high,draw_3
A16.13,attn,16,6,2,8,pythia-1.4b,high,draw_3
A16.15,attn,16,5,3,8,pythia-1.4b,high,draw_3
A17.1,attn,17,10,2,12,pythia-1.4b,high,draw_3
A17.7,attn,17,10,3,13,pythia-1.4b,high,draw_3
A17.8,attn,17,5,1,6,pythia-1.4b,high,draw_3
A17.13,attn,17,0,1,1,pythia-1.4b,high,draw_3
A17.15,attn,17,1,1,2,pythia-1.4b,high,draw_3
A18.2,attn,18,7,1,8,pythia-1.4b,high,draw_3
A18.4,attn,18,7,1,8,pythia-1.4b,high,draw_3
A18.6,attn,18,20,2,22,pythia-1.4b,high,draw_3
A18.8,attn,18,15,3,18,pythia-1.4b,high,draw_3
A18.10,attn,18,8,1,9,pythia-1.4b,high,draw_3
A18.11,attn,18,6,1,7,pythia-1.4b,high,draw_3
A18.12,attn,18,1,1,2,pythia-1.4b,high,draw_3
A18.13,attn,18,4,1,5,pythia-1.4b,high,draw_3
A18.15,attn,18,2,1,3,pythia-1.4b,high,draw_3
M18,mlp,18,21,8,29,pythia-1.4b,high,draw_3
A19.2,attn,19,1,1,2,pythia-1.4b,high,draw_3
A19.3,attn,19,8,2,10,pythia-1.4b,high,draw_3
A19.5,attn,19,9,1,10,pythia-1.4b,high,draw_3
A19.11,attn,19,6,5,11,pythia-1.4b,high,draw_3
A19.13,attn,19,3,2,5,pythia-1.4b,high,draw_3
A19.14,attn,19,2,2,4,pythia-1.4b,high,draw_3
M19,mlp,19,14,8,22,pythia-1.4b,high,draw_3
A20.1,attn,20,28,1,29,pythia-1.4b,high,draw_3
A20.6,attn,20,8,1,9,pythia-1.4b,high,draw_3
A20.10,attn,20,0,1,1,pythia-1.4b,high,draw_3
A20.15,attn,20,12,1,13,pythia-1.4b,high,draw_3
M20,mlp,20,17,5,22,pythia-1.4b,high,draw_3
A21.0,attn,21,13,1,14,pythia-1.4b,high,draw_3
A21.5,attn,21,6,1,7,pythia-1.4b,high,draw_3
M21,mlp,21,20,3,23,pythia-1.4b,high,draw_3
A22.2,attn,22,12,2,14,pythia-1.4b,high,draw_3
A22.9,attn,22,0,1,1,pythia-1.4b,high,draw_3
A22.12,attn,22,0,1,1,pythia-1.4b,high,draw_3
A22.13,attn,22,12,2,14,pythia-1.4b,high,draw_3
M22,mlp,22,28,2,30,pythia-1.4b,high,draw_3
A23.0,attn,23,0,1,1,pythia-1.4b,high,draw_3
A23.2,attn,23,0,1,1,pythia-1.4b,high,draw_3
A23.9,attn,23,3,1,4,pythia-1.4b,high,draw_3
M23,mlp,23,69,1,70,pythia-1.4b,high,draw_3
A0.1,attn,0,1,2,3,pythia-1.4b,high,draw_3
A0.13,attn,0,0,1,1,pythia-1.4b,high,draw_3
A1.0,attn,1,1,1,2,pythia-1.4b,high,draw_3
A1.2,attn,1,1,2,3,pythia-1.4b,high,draw_3
A1.6,attn,1,0,4,4,pythia-1.4b,high,draw_3
A1.14,attn,1,1,2,3,pythia-1.4b,high,draw_3
A1.15,attn,1,1,3,4,pythia-1.4b,high,draw_3
embed,embed,-1,0,8,8,pythia-1.4b,high,draw_3
A0.2,attn,0,1,2,3,pythia-1.4b,high,draw_3
A0.4,attn,0,1,4,5,pythia-1.4b,high,draw_3
A0.10,attn,0,1,2,3,pythia-1.4b,high,draw_3
A0.14,attn,0,1,3,4,pythia-1.4b,high,draw_3
A7.13,attn,7,0,2,2,pythia-1.4b,high,draw_3
A17.11,attn,17,13,2,15,pythia-1.4b,high,draw_3
A1.4,attn,1,1,1,2,pythia-1.4b,high,draw_3
A1.8,attn,1,1,2,3,pythia-1.4b,high,draw_3
A1.9,attn,1,1,1,2,pythia-1.4b,high,draw_3
A12.14,attn,12,1,2,3,pythia-1.4b,high,draw_3
A14.14,attn,14,3,1,4,pythia-1.4b,high,draw_3
A6.7,attn,6,1,4,5,pythia-1.4b,high,draw_3
A5.13,attn,5,0,3,3,pythia-1.4b,high,draw_3
A9.15,attn,9,0,1,1,pythia-1.4b,high,draw_3
A2.6,attn,2,1,2,3,pythia-1.4b,high,draw_3
A2.9,attn,2,1,1,2,pythia-1.4b,high,draw_3
A2.15,attn,2,2,3,5,pythia-1.4b,high,draw_3
A6.1,attn,6,0,2,2,pythia-1.4b,high,draw_3
A5.6,attn,5,0,4,4,pythia-1.4b,high,draw_3
A7.0,attn,7,0,2,2,pythia-1.4b,high,draw_3
A7.9,attn,7,0,2,2,pythia-1.4b,high,draw_3
A6.12,attn,6,0,3,3,pythia-1.4b,high,draw_3
A9.6,attn,9,0,2,2,pythia-1.4b,high,draw_3
A11.5,attn,11,0,1,1,pythia-1.4b,high,draw_3
A4.13,attn,4,1,4,5,pythia-1.4b,high,draw_3
A8.9,attn,8,0,1,1,pythia-1.4b,high,draw_3
A3.3,attn,3,2,3,5,pythia-1.4b,high,draw_3
A7.14,attn,7,0,1,1,pythia-1.4b,high,draw_3
A8.13,attn,8,0,2,2,pythia-1.4b,high,draw_3
A3.7,attn,3,0,1,1,pythia-1.4b,high,draw_3
A5.2,attn,5,0,2,2,pythia-1.4b,high,draw_3
A3.0,attn,3,0,2,2,pythia-1.4b,high,draw_3
A3.9,attn,3,0,1,1,pythia-1.4b,high,draw_3
A8.2,attn,8,0,1,1,pythia-1.4b,high,draw_3
A0.7,attn,0,0,1,1,pythia-1.4b,high,draw_3
A0.8,attn,0,0,2,2,pythia-1.4b,high,draw_3
A3.11,attn,3,1,3,4,pythia-1.4b,high,draw_3
A4.4,attn,4,0,1,1,pythia-1.4b,high,draw_3
A13.8,attn,13,0,1,1,pythia-1.4b,high,draw_3
A5.1,attn,5,0,3,3,pythia-1.4b,high,draw_3
A6.6,attn,6,0,2,2,pythia-1.4b,high,draw_3
A3.8,attn,3,0,1,1,pythia-1.4b,high,draw_3
A4.9,attn,4,1,1,2,pythia-1.4b,high,draw_3
A1.1,attn,1,0,1,1,pythia-1.4b,high,draw_3
A9.14,attn,9,0,1,1,pythia-1.4b,high,draw_3
A0.12,attn,0,0,1,1,pythia-1.4b,high,draw_3
A2.11,attn,2,0,1,1,pythia-1.4b,high,draw_3
A4.2,attn,4,0,2,2,pythia-1.4b,high,draw_3
A4.12,attn,4,0,1,1,pythia-1.4b,high,draw_3
