model,layer,head,bos_fraction
pythia-1b,15,3,0.31111104488372804
pythia-1b,15,4,0.5714438796043396
pythia-1b,15,5,0.51456059217453
pythia-1b,15,6,0.2184598743915558
pythia-1b,15,7,0.21885502636432647
pythia-1.4b,0,0,0.9996336936950684
pythia-1.4b,0,1,0.11981753557920456
pythia-1.4b,0,2,0.17310962080955505
pythia-1.4b,0,3,0.00857912516221404
pythia-1.4b,0,4,0.22187457382678985
pythia-1.4b,0,5,0.6185123920440674
pythia-1.4b,0,6,0.00379134276881814
pythia-1.4b,0,7,0.1661728948354721
pythia-1.4b,0,8,0.02396960332989693
pythia-1.4b,0,9,0.5710623502731323
pythia-1.4b,0,10,0.01848966721445322
pythia-1.4b,0,11,0.06060727536678314
pythia-1.4b,0,12,0.00825371202081442
pythia-1.4b,0,13,0.136590476334095
pythia-1.4b,0,14,0.09647156894207001
pythia-1.4b,0,15,0.9923092246055603
pythia-1.4b,1,0,0.5865079641342164
pythia-1.4b,1,1,0.060373663902282715
pythia-1.4b,1,2,0.08254164904356003
pythia-1.4b,1,3,0.5622386276721955
pythia-1.4b,1,4,0.0077059752307832245
pythia-1.4b,1,5,0.016413315385580062
pythia-1.4b,1,6,0.021938905864953995
pythia-1.4b,1,7,0.6772931575775146
pythia-1.4b,1,8,0.006496765743941068
pythia-1.4b,1,9,0.3510761380195618
pythia-1.4b,1,10,0.024974315986037256
pythia-1.4b,1,11,9.135853815678274e-07
pythia-1.4b,1,12,0.21753043532371522
pythia-1.4b,1,13,0.8320252656936645
pythia-1.4b,1,14,0.01417404431849718
pythia-1.4b,1,15,0.6377004265785218
pythia-1.4b,2,0,0.23979511559009553
pythia-1.4b,2,1,0.1265429973602295
pythia-1.4b,2,2,0.22385123670101165
pythia-1.4b,2,3,0.5747439622879028
pythia-1.4b,2,4,0.8073514223098754
pythia-1.4b,2,5,0.062399666756391525
pythia-1.4b,2,6,0.03456688262522221
pythia-1.4b,2,7,0.18419422805309296
pythia-1.4b,2,8,0.6041637778282165
pythia-1.4b,2,9,0.7248569011688233
pythia-1.4b,2,10,0.1448496550321579
pythia-1.4b,2,11,0.3186060547828674
pythia-1.4b,2,12,0.62165607213974
pythia-1.4b,2,13,0.15473606586456298
pythia-1.4b,2,14,0.43590099811553956
pythia-1.4b,2,15,0.04279875010251999
pythia-1.4b,3,0,0.10169914662837982
pythia-1.4b,3,1,0.4354123890399933
pythia-1.4b,3,2,0.3029510319232941
pythia-1.4b,3,3,0.2078854411840439
pythia-1.4b,3,4,0.05600805655121803
pythia-1.4b,3,5,0.24979777336120607
pythia-1.4b,3,6,0.07942055761814118
pythia-1.4b,3,7,0.3809298396110535
pythia-1.4b,3,8,0.11835378259420395
pythia-1.4b,3,9,0.5357443213462829
pythia-1.4b,3,10,0.15591871440410615
pythia-1.4b,3,11,0.5160086989402771
pythia-1.4b,3,12,0.3789638698101044
pythia-1.4b,3,13,0.10334612727165222
pythia-1.4b,3,14,0.40040662288665774
pythia-1.4b,3,15,0.7073780179023743
pythia-1.4b,4,0,0.7120883226394653
pythia-1.4b,4,1,0.6230118274688721
pythia-1.4b,4,2,0.3347382783889771
pythia-1.4b,4,3,0.301849490404129
pythia-1.4b,4,4,0.3400054514408112
pythia-1.4b,4,5,0.5971898198127746
pythia-1.4b,4,6,0.09434559792280198
pythia-1.4b,4,7,0.44040310978889463
pythia-1.4b,4,8,0.6711081743240357
pythia-1.4b,4,9,0.4489683389663696
pythia-1.4b,4,10,0.4665640711784363
pythia-1.4b,4,11,0.5022109568119049
pythia-1.4b,4,12,0.750403356552124
pythia-1.4b,4,13,0.40900973081588743
pythia-1.4b,4,14,0.3921956181526184
pythia-1.4b,4,15,0.0034123136196285487
pythia-1.4b,5,0,0.3521913468837738
pythia-1.4b,5,1,0.5856010794639588
pythia-1.4b,5,2,0.09539328068494797
pythia-1.4b,5,3,0.7118046522140503
pythia-1.4b,5,4,0.07796096429228783
pythia-1.4b,5,5,0.16997236907482147
pythia-1.4b,5,6,0.5922872185707092
pythia-1.4b,5,7,0.7999477505683898
pythia-1.4b,5,8,0.004968359833583236
pythia-1.4b,5,9,0.8188418984413147
pythia-1.4b,5,10,0.5558135390281678
pythia-1.4b,5,11,0.03673327751457691
pythia-1.4b,5,12,0.3234918177127838
pythia-1.4b,5,13,0.4972479403018951
pythia-1.4b,5,14,0.32182679176330564
pythia-1.4b,5,15,0.01306733936071396
pythia-1.4b,6,0,0.9592841148376465
pythia-1.4b,6,1,0.5628208637237548
pythia-1.4b,6,2,0.2138772964477539
pythia-1.4b,6,3,0.7493356466293335
pythia-1.4b,6,4,0.6552380323410034
pythia-1.4b,6,5,0.38350589871406554
pythia-1.4b,6,6,0.07073787525296212
pythia-1.4b,6,7,0.432304322719574
pythia-1.4b,6,8,0.36511871218681335
pythia-1.4b,6,9,0.6248308658599854
pythia-1.4b,6,10,0.2637258112430573
pythia-1.4b,6,11,0.42116265296936034
pythia-1.4b,6,12,0.3593240141868591
pythia-1.4b,6,13,0.6311314344406128
pythia-1.4b,6,14,0.7092376351356506
pythia-1.4b,6,15,0.5113077938556672
pythia-1.4b,7,0,0.19785301387310028
pythia-1.4b,7,1,0.729153323173523
pythia-1.4b,7,2,0.30537629723548887
pythia-1.4b,7,3,0.0604815848171711
pythia-1.4b,7,4,0.09430935010313987
pythia-1.4b,7,5,0.15715521574020386
pythia-1.4b,7,6,0.26668754816055296
pythia-1.4b,7,7,0.5978651642799377
pythia-1.4b,7,8,0.24655334651470184
pythia-1.4b,7,9,0.2862790822982788
pythia-1.4b,7,10,0.1549518346786499
pythia-1.4b,7,11,0.6930393695831298
pythia-1.4b,7,12,0.7331038832664489
pythia-1.4b,7,13,0.3975535571575165
pythia-1.4b,7,14,0.8311161279678345
pythia-1.4b,7,15,0.06810424700379372
pythia-1.4b,8,0,0.10678547620773315
pythia-1.4b,8,1,0.4291547894477844
pythia-1.4b,8,2,0.4333364188671112
pythia-1.4b,8,3,0.10172345340251923
pythia-1.4b,8,4,0.12745275497436523
pythia-1.4b,8,5,0.14825721085071564
pythia-1.4b,8,6,0.01178142912685871
pythia-1.4b,8,7,0.48519755601882936
pythia-1.4b,8,8,0.6214487075805664
pythia-1.4b,8,9,0.1422379046678543
pythia-1.4b,8,10,0.5706674337387085
pythia-1.4b,8,11,0.34132922887802125
pythia-1.4b,8,12,0.17208050191402435
pythia-1.4b,8,13,0.5870437979698181
pythia-1.4b,8,14,0.5112103819847107
pythia-1.4b,8,15,0.7004090666770935
pythia-1.4b,9,0,0.6939132213592529
pythia-1.4b,9,1,0.39175543189048767
pythia-1.4b,9,2,0.39530633091926576
pythia-1.4b,9,3,0.27832193970680236
pythia-1.4b,9,4,0.7320747613906861
pythia-1.4b,9,5,0.5164400696754455
pythia-1.4b,9,6,0.6864209294319152
pythia-1.4b,9,7,0.5881569623947144
pythia-1.4b,9,8,0.565024220943451
pythia-1.4b,9,9,0.35858386754989624
pythia-1.4b,9,10,0.5440366387367248
pythia-1.4b,9,11,0.5780247449874878
pythia-1.4b,9,12,0.28767904043197634
pythia-1.4b,9,13,0.36810396909713744
pythia-1.4b,9,14,0.6440421938896179
pythia-1.4b,9,15,0.7192283987998962
pythia-1.4b,10,0,0.005810309178195893
pythia-1.4b,10,1,0.6760483264923096
pythia-1.4b,10,2,0.5076703906059266
pythia-1.4b,10,3,0.6239529490470886
pythia-1.4b,10,4,0.25650847852230074
pythia-1.4b,10,5,0.2680706650018692
pythia-1.4b,10,6,0.5623141527175903
pythia-1.4b,10,7,0.4584722578525543
pythia-1.4b,10,8,0.38338964581489565
pythia-1.4b,10,9,0.04790548682212829
pythia-1.4b,10,10,0.48389263153076173
pythia-1.4b,10,11,0.4820409953594208
pythia-1.4b,10,12,0.8016882181167603
pythia-1.4b,10,13,0.7018591880798339
pythia-1.4b,10,14,0.19398534893989564
pythia-1.4b,10,15,0.11726419478654862
pythia-1.4b,11,0,0.5553274035453797
pythia-1.4b,11,1,0.8463139772415161
pythia-1.4b,11,2,0.09032603651285172
pythia-1.4b,11,3,0.5766473174095154
pythia-1.4b,11,4,0.20812942385673522
pythia-1.4b,11,5,0.509281861782074
pythia-1.4b,11,6,0.34264037013053894
pythia-1.4b,11,7,0.717989194393158
pythia-1.4b,11,8,0.3853103697299957
pythia-1.4b,11,9,0.29067268371582033
pythia-1.4b,11,10,0.7943597316741944
pythia-1.4b,11,11,0.3190402388572693
pythia-1.4b,11,12,0.6108953475952148
pythia-1.4b,11,13,0.5980756998062133
pythia-1.4b,11,14,0.06838444843888283
pythia-1.4b,11,15,0.5318830966949463
pythia-1.4b,12,0,0.7746739506721496
pythia-1.4b,12,1,0.5569870948791504
pythia-1.4b,12,2,0.7615354776382446
pythia-1.4b,12,3,0.4793808043003082
pythia-1.4b,12,4,0.9896018385887146
pythia-1.4b,12,5,0.640987491607666
pythia-1.4b,12,6,0.7854661345481873
pythia-1.4b,12,7,0.32398388385772703
pythia-1.4b,12,8,0.25987673103809356
pythia-1.4b,12,9,0.5140192329883575
pythia-1.4b,12,10,0.734191620349884
pythia-1.4b,12,11,0.2776541382074356
pythia-1.4b,12,12,0.19878039062023162
pythia-1.4b,12,13,0.9295943021774292
pythia-1.4b,12,14,0.2687082290649414
pythia-1.4b,12,15,0.5671773970127105
pythia-1.4b,13,0,0.4333787620067596
pythia-1.4b,13,1,0.24148723520338536
pythia-1.4b,13,2,0.751832902431488
pythia-1.4b,13,3,0.6186657071113586
pythia-1.4b,13,4,0.9997362732887268
pythia-1.4b,13,5,0.8559404134750366
pythia-1.4b,13,6,0.6836518049240112
pythia-1.4b,13,7,0.6593181848526001
pythia-1.4b,13,8,0.5208306670188904
pythia-1.4b,13,9,0.42878608107566835
pythia-1.4b,13,10,0.9940551161766052
pythia-1.4b,13,11,0.5748926520347595
pythia-1.4b,13,12,0.8586319327354431
pythia-1.4b,13,13,0.5026478052139283
pythia-1.4b,13,14,0.9362494945526123
pythia-1.4b,13,15,0.27982004880905154
pythia-1.4b,14,0,0.4762808382511139
pythia-1.4b,14,1,0.6072227001190186
pythia-1.4b,14,2,0.6612919211387634
pythia-1.4b,14,3,0.9995944976806641
pythia-1.4b,14,4,0.5767041683197022
pythia-1.4b,14,5,0.6344359874725342
pythia-1.4b,14,6,0.5134740144014358
pythia-1.4b,14,7,0.6730569243431092
pythia-1.4b,14,8,0.6291072487831115
pythia-1.4b,14,9,0.5414447903633117
pythia-1.4b,14,10,0.9521753787994385
pythia-1.4b,14,11,0.16004183813929557
pythia-1.4b,14,12,0.6456813812255859
pythia-1.4b,14,13,0.6296308636665344
pythia-1.4b,14,14,0.8323970437049866
pythia-1.4b,14,15,0.8820939660072327
pythia-1.4b,15,0,0.9134243845939636
pythia-1.4b,15,1,0.4231598019599915
pythia-1.4b,15,2,0.9245768785476685
pythia-1.4b,15,3,0.49382938742637633
pythia-1.4b,15,4,0.769867742061615
pythia-1.4b,15,5,0.41856157779693604
pythia-1.4b,15,6,0.5203312039375305
pythia-1.4b,15,7,0.9020745396614075
pythia-1.4b,15,8,0.9250435829162598
pythia-1.4b,15,9,0.4032562404870987
pythia-1.4b,15,10,0.5070540368556976
pythia-1.4b,15,11,0.39392565488815307
pythia-1.4b,15,12,0.8568991780281067
pythia-1.4b,15,13,0.37031917870044706
pythia-1.4b,15,14,0.36539223194122317
pythia-1.4b,15,15,0.275756248831749
pythia-1.4b,16,0,0.12859435379505157
pythia-1.4b,16,1,0.672523558139801
pythia-1.4b,16,2,0.14735142588615419
pythia-1.4b,16,3,0.4360006511211395
pythia-1.4b,16,4,0.11246997863054276
pythia-1.4b,16,5,0.2990197479724884
pythia-1.4b,16,6,0.2304944396018982
pythia-1.4b,16,7,0.9938889265060424
pythia-1.4b,16,8,0.9998096346855163
pythia-1.4b,16,9,0.9996540069580078
pythia-1.4b,16,10,0.7202572226524353
pythia-1.4b,16,11,0.9960884332656861
pythia-1.4b,16,12,0.9064976453781128
pythia-1.4b,16,13,0.444584047794342
pythia-1.4b,16,14,0.9949050545692444
pythia-1.4b,16,15,0.6074659407138825
pythia-1.4b,17,0,0.9059316158294678
pythia-1.4b,17,1,0.8145463585853576
pythia-1.4b,17,2,1.0
pythia-1.4b,17,3,0.9995392680168151
pythia-1.4b,17,4,0.9244844079017639
pythia-1.4b,17,5,0.7924298524856568
pythia-1.4b,17,6,0.7317896485328674
pythia-1.4b,17,7,0.32497105598449705
pythia-1.4b,17,8,0.5840583264827728
pythia-1.4b,17,9,0.9964057445526123
pythia-1.4b,17,10,0.9472902178764343
pythia-1.4b,17,11,0.7033616781234742
pythia-1.4b,17,12,0.928282868862152
pythia-1.4b,17,13,0.6207193017005921
pythia-1.4b,17,14,0.956718647480011
pythia-1.4b,17,15,0.5757141053676605
pythia-1.4b,18,0,0.8251238584518432
pythia-1.4b,18,1,0.8245513081550598
pythia-1.4b,18,2,0.42893446087837217
pythia-1.4b,18,3,0.9860453844070435
pythia-1.4b,18,4,0.43142632246017454
pythia-1.4b,18,5,0.997868001461029
pythia-1.4b,18,6,0.15468522608280183
pythia-1.4b,18,7,0.9890373229980469
pythia-1.4b,18,8,0.24314642548561097
pythia-1.4b,18,9,0.9559233546257019
pythia-1.4b,18,10,0.9079667687416076
pythia-1.4b,18,11,0.24824271053075792
pythia-1.4b,18,12,0.6398332178592682
pythia-1.4b,18,13,0.7628515124320984
pythia-1.4b,18,14,0.9980500698089599
pythia-1.4b,18,15,0.4434238255023956
pythia-1.4b,19,0,0.9954271793365479
pythia-1.4b,19,1,0.3717104494571686
pythia-1.4b,19,2,0.1105191394686699
pythia-1.4b,19,3,0.3708238899707794
pythia-1.4b,19,4,0.9863677263259888
pythia-1.4b,19,5,0.46864346861839296
pythia-1.4b,19,6,0.5385901123285294
pythia-1.4b,19,7,0.9851045370101928
pythia-1.4b,19,8,0.9895336389541626
pythia-1.4b,19,9,0.9683629035949707
pythia-1.4b,19,10,0.6986326098442077
pythia-1.4b,19,11,0.19600973948836325
pythia-1.4b,19,12,0.9887783885002136
pythia-1.4b,19,13,0.4673353433609009
pythia-1.4b,19,14,0.12183090150356293
pythia-1.4b,19,15,0.9858349800109864
pythia-1.4b,20,0,0.8239810943603516
pythia-1.4b,20,1,0.387007063627243
pythia-1.4b,20,2,0.24878559410572051
pythia-1.4b,20,3,0.1734161525964737
pythia-1.4b,20,4,0.9939312100410461
pythia-1.4b,20,5,0.9478711128234864
pythia-1.4b,20,6,0.23115465939044952
pythia-1.4b,20,7,0.9639424204826355
pythia-1.4b,20,8,0.7525502800941467
pythia-1.4b,20,9,0.9785647511482238
pythia-1.4b,20,10,0.2402251809835434
pythia-1.4b,20,11,0.7918302178382873
pythia-1.4b,20,12,0.7130300164222717
pythia-1.4b,20,13,0.19289662539958954
pythia-1.4b,20,14,0.21316496431827545
pythia-1.4b,20,15,0.05192092843353748
pythia-1.4b,21,0,0.1094537541270256
pythia-1.4b,21,1,0.00010737374832388013
pythia-1.4b,21,2,0.26981855630874635
pythia-1.4b,21,3,0.8941110014915467
pythia-1.4b,21,4,0.9588768124580384
pythia-1.4b,21,5,0.7090743780136108
pythia-1.4b,21,6,0.05584716722369194
pythia-1.4b,21,7,0.3890808641910553
pythia-1.4b,21,8,0.9930584788322449
pythia-1.4b,21,9,0.9411476731300354
pythia-1.4b,21,10,0.1260368511080742
pythia-1.4b,21,11,0.9983693718910217
pythia-1.4b,21,12,0.9988007068634033
pythia-1.4b,21,13,0.053222537785768506
pythia-1.4b,21,14,0.14620586037635802
pythia-1.4b,21,15,0.5028990566730499
pythia-1.4b,22,0,0.8033504843711853
pythia-1.4b,22,1,0.9448055267333985
pythia-1.4b,22,2,0.009787569020409137
pythia-1.4b,22,3,0.7578183889389039
pythia-1.4b,22,4,0.015041411202400923
pythia-1.4b,22,5,0.9549878835678101
pythia-1.4b,22,6,0.007570350263267756
pythia-1.4b,22,7,0.9926905632019043
pythia-1.4b,22,8,0.9946941494941711
pythia-1.4b,22,9,0.01447131223976612
pythia-1.4b,22,10,0.9281033277511597
pythia-1.4b,22,11,0.9829239130020142
pythia-1.4b,22,12,0.0003823053411906585
pythia-1.4b,22,13,0.904309070110321
pythia-1.4b,22,14,0.9942551016807556
pythia-1.4b,22,15,0.6159665584564209
pythia-1.4b,23,0,0.06218216195702553
pythia-1.4b,23,1,0.7843428134918213
pythia-1.4b,23,2,0.07619709512218834
pythia-1.4b,23,3,0.45297672748565676
pythia-1.4b,23,4,0.24009943902492523
pythia-1.4b,23,5,0.03411921914666891
pythia-1.4b,23,6,0.9772948145866394
pythia-1.4b,23,7,0.9714812278747559
pythia-1.4b,23,8,0.9259781002998352
pythia-1.4b,23,9,0.00010934219535556622
pythia-1.4b,23,10,0.043862832337617876
pythia-1.4b,23,11,0.3494204878807068
pythia-1.4b,23,12,0.8298333048820495
pythia-1.4b,23,13,0.2341359406709671
pythia-1.4b,23,14,0.7992846488952636
pythia-1.4b,23,15,0.09528532922267914
